qa_id,category,ERK_F1,ERKT_F1,f1_outcome,ERK_EM,ERKT_EM,em_outcome,ERK_abstain,ERKT_abstain,abstain_outcome
conv-49_qa_131,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-49_qa_132,4,0.4,0.4,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_133,4,0.857143,0.857143,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_134,4,0.8,0.8,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_135,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-49_qa_136,4,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_137,4,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_138,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-49_qa_139,4,0.727273,0.727273,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_14,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_140,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_141,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_142,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_143,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-49_qa_144,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_145,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_146,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_147,4,0.888889,0.888889,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_148,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_149,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_15,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_150,4,0.857143,0.857143,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_151,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-49_qa_152,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-49_qa_153,4,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_154,4,0.857143,0.857143,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_155,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-49_qa_16,1,0.571429,0.857143,erkt_better,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_17,2,0.285714,0.285714,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_18,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_19,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_2,1,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_20,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_21,1,0.090909,0.208333,erkt_better,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_22,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_23,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_24,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_25,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_26,1,0.181818,0.181818,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_27,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_28,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_29,1,0.434783,0.0,erk_better,0.0,0.0,both_incorrect,0,1,erkt_new_error
conv-49_qa_3,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_30,2,1.0,1.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_31,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_32,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_33,1,0.5,0.5,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_34,1,0.588235,0.666667,erkt_better,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_35,2,0.75,0.0,erk_better,0.0,0.0,both_incorrect,0,1,erkt_new_error
conv-49_qa_36,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_37,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_38,3,0.238095,0.2,erk_better,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_39,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_4,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_40,2,0.444444,0.444444,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_41,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_42,1,0.4,0.4,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_43,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_44,1,0.333333,0.333333,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_45,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_46,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_47,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_48,1,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_49,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_5,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_50,1,0.5,0.555556,erkt_better,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_51,3,0.346154,0.346154,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_52,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_53,2,0.285714,0.285714,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_54,1,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_55,1,0.0,0.5,erkt_better,0.0,0.0,both_incorrect,1,0,erkt_fixed
conv-49_qa_56,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_57,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_58,2,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_59,2,0.6,0.6,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_6,1,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_60,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_61,2,0.8,0.8,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_62,1,0.257143,0.257143,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_63,2,0.75,0.75,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_64,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_65,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_66,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,0,erkt_fixed
conv-49_qa_67,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_68,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_69,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_7,1,0.333333,0.333333,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_70,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_71,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_72,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_73,2,0.5,0.5,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_74,2,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_75,2,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_76,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_77,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_78,1,0.210526,0.210526,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_79,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_8,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_80,2,0.333333,0.333333,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_81,1,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_82,1,0.222222,0.222222,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_83,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_84,4,0.2,0.2,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_85,4,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_86,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_87,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-49_qa_88,4,0.952381,0.952381,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_89,4,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_9,2,0.285714,0.727273,erkt_better,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_90,4,0.428571,0.428571,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_91,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-49_qa_92,4,0.8,0.8,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_93,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-49_qa_94,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-49_qa_95,4,0.0,0.833333,erkt_better,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_96,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-49_qa_97,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_98,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-49_qa_99,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-50_qa_0,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_1,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_10,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_100,4,0.444444,0.444444,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_101,4,0.4,0.4,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_102,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-50_qa_103,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_104,4,0.307692,0.307692,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_105,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-50_qa_106,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-50_qa_107,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-50_qa_108,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_109,4,1.0,0.0,erk_better,1.0,0.0,erk_correct_erkt_incorrect,0,1,erkt_new_error
conv-50_qa_11,1,0.181818,0.181818,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_110,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_111,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_112,4,0.222222,0.222222,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_113,4,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_114,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-50_qa_115,4,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_116,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-50_qa_117,4,0.111111,0.111111,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_118,4,0.75,0.75,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_119,4,0.2,0.2,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_12,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_120,4,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_121,4,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_122,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-50_qa_123,4,0.514286,0.514286,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_124,4,0.8,0.8,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_125,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_126,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-50_qa_127,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-50_qa_128,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_129,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-50_qa_13,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_130,4,0.923077,0.923077,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_131,4,0.833333,0.833333,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_132,4,0.0,0.117647,erkt_better,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_133,4,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_134,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_135,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-50_qa_136,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_137,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_138,4,0.6,0.6,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_139,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_14,2,0.4,0.4,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_140,4,0.181818,0.181818,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_141,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_142,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-50_qa_143,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-50_qa_144,4,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_145,4,0.952381,0.952381,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_146,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-50_qa_147,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_148,4,0.2,0.2,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_149,4,0.823529,0.941176,erkt_better,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_15,1,0.2,0.2,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_150,4,0.0,1.0,erkt_better,0.0,1.0,erkt_newly_correct,1,0,erkt_fixed
conv-50_qa_151,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_152,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-50_qa_153,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-50_qa_154,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-50_qa_155,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_156,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_157,4,0.533333,0.533333,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_16,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_17,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_18,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_19,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_2,2,0.615385,0.615385,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_20,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_21,3,0.222222,0.222222,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_22,1,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-50_qa_23,1,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_24,1,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-50_qa_25,2,0.25,0.25,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_26,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_27,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_28,1,0.533333,0.533333,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_29,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_3,1,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_30,1,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_31,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_32,1,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-50_qa_33,1,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_34,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_35,2,0.571429,0.0,erk_better,0.0,0.0,both_incorrect,0,1,erkt_new_error
conv-50_qa_36,2,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_37,3,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-50_qa_38,2,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_39,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_4,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_40,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_41,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_42,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_43,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_44,2,0.4,0.4,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_45,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_46,1,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_47,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_48,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_49,1,0.181818,0.181818,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_5,1,0.6,0.6,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_50,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_51,2,0.4,0.4,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_52,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_53,1,0.857143,0.857143,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_54,1,0.4375,0.0,erk_better,0.0,0.0,both_incorrect,0,1,erkt_new_error
conv-50_qa_55,2,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_56,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_57,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_58,1,0.425532,0.510638,erkt_better,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_59,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_6,1,0.8,0.8,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_60,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_61,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_62,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_63,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_64,1,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_65,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_66,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_67,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_68,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_69,2,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_7,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_70,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_71,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_72,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_73,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-50_qa_74,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_75,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-50_qa_76,4,0.470588,0.470588,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_77,4,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_78,4,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_79,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_8,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_80,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_81,4,0.909091,0.909091,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_82,4,0.8,0.8,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_83,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-50_qa_84,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-50_qa_85,4,0.444444,0.8,erkt_better,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_86,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_87,4,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_88,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_89,4,0.727273,0.727273,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_9,2,0.0,0.25,erkt_better,0.0,0.0,both_incorrect,1,0,erkt_fixed
conv-50_qa_90,4,0.571429,0.571429,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_91,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_92,4,0.75,0.75,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_93,4,0.461538,0.0,erk_better,0.0,0.0,both_incorrect,0,1,erkt_new_error
conv-50_qa_94,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-50_qa_95,4,0.833333,0.833333,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_96,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-50_qa_97,4,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_98,4,0.695652,0.695652,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-50_qa_99,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
