qa_id,P3_prediction,P4_prediction,same_prediction,P3_rF1,P4_rF1,same_rF1,P3_rEM,P4_rEM,P3_WrongAbst,P4_WrongAbst
conv-47_qa_37,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_38,He got his dream job and later left his IT job after 3 years for a new job he lo,John got his dream job and later left his IT job for a new job he loves.,False,0.3636363636,0.4,False,0.0,0.0,0.0,0
conv-47_qa_39,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_4,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_40,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_41,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_42,Yesterday,"10 August, 2022",False,0.0,0.666667,False,0.0,0.0,0.0,0
conv-47_qa_43,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_44,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_45,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_46,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_47,Yesterday,Yesterday,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-47_qa_48,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_49,"new headphones, new devices, refurbished gaming desk","new headphones, new devices, refurbished gaming desk",True,0.4615384615,0.461538,True,0.0,0.0,0.0,0
conv-47_qa_5,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_50,Two days ago.,Two days ago,False,0.3333333333,0.333333,True,0.0,0.0,0.0,0
conv-47_qa_51,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_52,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_53,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_54,programming seminar,programming seminar,True,0.5714285714,0.571429,True,0.0,0.0,0.0,0
conv-47_qa_55,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_56,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_57,Cannot answer,Two days ago.,False,0.0,0.0,True,0.0,0.0,1.0,0
conv-47_qa_58,yesterday,yesterday,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-47_qa_59,Cannot answer,"12:37 am on 31 October, 2022",False,0.0,0.533333,False,0.0,0.0,1.0,0
conv-47_qa_6,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_60,"CS:GO, Overwatch, Apex Legends, Fortnite","Fortnite, Overwatch, Apex Legends",False,0.9230769231,0.727273,False,0.0,0.0,0.0,0
conv-47_qa_61,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_62,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_63,Cannot answer,"5 November, 2022",False,0.0,0.666667,False,0.0,0.0,1.0,0
conv-47_qa_64,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_65,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_66,"8:57 pm on 7 November, 2022","8:57 pm on 7 November, 2022",True,0.3636363636,0.363636,True,0.0,0.0,0.0,0
conv-47_qa_67,Python and C++.,Python and C++,False,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_68,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_69,Users can add their pup's preferences/needs.,Users can add their pup's preferences/needs.,True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-47_qa_7,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_70,bottle caps,bottle caps,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_71,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_72,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_73,Cannot answer,a month,False,0.0,0.666667,False,0.0,0.0,1.0,0
conv-47_qa_74,Cannot answer,CS:GO,False,0.0,1.0,False,0.0,1.0,1.0,0
conv-47_qa_75,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_76,voice chat,voice chat,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_77,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_78,a pup,a pup,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_79,Ned,Ned,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_8,Three dogs.,Three dogs,False,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_80,He fell in love at first sight.,He fell in love at first sight.,True,0.1428571429,0.142857,True,0.0,0.0,0.0,0
conv-47_qa_81,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_82,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_83,"The megacities of this country impress me, everything there is so technologicall","The megacities of this country impress me, everything there is so technologicall",True,0.24,0.24,True,0.0,0.0,0.0,0
conv-47_qa_84,coding,coding,True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-47_qa_85,Labrador,Labrador,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_86,Pepperoni,Pepperoni,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_87,Hawaiian pizza,Hawaiian pizza,True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-47_qa_88,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_89,bought groceries and cooked food for the homeless,bought groceries and cooked food for the homeless,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_9,"Max, Daisy and Ned","Max, Daisy and Ned",True,0.8571428571,0.857143,True,0.0,0.0,0.0,0
conv-47_qa_90,Raise money for a dog shelter.,raise money for a dog shelter,False,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_91,"tracking inventory, resources, and donations and generating reports for analysis","tracking inventory, resources, and donations and generating reports for analysis",False,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-47_qa_92,a software tool,A software tool.,False,0.0,0.0,True,0.0,0.0,0.0,0
conv-47_qa_93,money,money,True,0.5,0.5,True,0.0,0.0,0.0,0
conv-47_qa_94,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_95,Liverpool,Liverpool,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_96,Manchester City,Manchester City,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_97,Manchester City's form and transfer policy.,"James thinks Manchester City are in bad form and have a bad transfer policy, whi",False,0.0,0.076923,False,0.0,0.0,0.0,0
conv-47_qa_98,Catching frisbees in mid-air.,catching frisbees in mid-air,False,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_99,Cannot answer,providing necessary items to those who are less fortunate,False,0.0,1.0,False,0.0,1.0,1.0,0
conv-49_qa_0,Prius,Prius,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-49_qa_1,"His son's ankle, his job, his Prius.",His son's ankle and his Prius.,False,0.4,0.571429,False,0.0,0.0,0.0,0
conv-49_qa_10,Cannot answer,camping trip in the outdoors,False,0.0,1.0,False,0.0,1.0,1.0,0
conv-49_qa_100,Cannot answer,his keys,False,0.0,1.0,False,0.0,1.0,1.0,0
conv-49_qa_101,cooking class,cooking class,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-49_qa_102,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_103,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_104,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_105,watercolors,watercolors,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-49_qa_106,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_107,observing nature and painting what we see,observing nature and painting what we see,True,0.7142857143,0.714286,True,0.0,0.0,0.0,0
conv-49_qa_108,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_109,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_11,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_110,Twisted my knee,Twisted my knee,True,0.8,0.8,True,0.0,0.0,0.0,0
conv-49_qa_111,Swimming,Swimming,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-49_qa_112,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_113,painting,painting,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-49_qa_114,"Acrylic paints, brushes, a canvas/paper, and a palette.","Acrylic paints, brushes, a canvas/paper, and a palette.",True,0.9230769231,0.923077,True,0.0,0.0,0.0,0
conv-49_qa_115,watercolor painting,watercolor painting,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-49_qa_116,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_117,journal and creative writing,Journal and creative writing,False,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-49_qa_118,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_119,lifting weights,lifting weights,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-49_qa_12,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_120,Find a trainer who can help you avoid injuries while you build your strength.,Find a trainer who can help you avoid injuries while you build your strength.,True,0.2666666667,0.266667,True,0.0,0.0,0.0,0
conv-49_qa_121,Lake Tahoe,Lake Tahoe,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-49_qa_122,gastritis,gastritis,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-49_qa_123,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_124,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_125,"Changed his diet, started walking regularly.","Changed his diet, started walking regularly.",True,0.9230769231,0.923077,True,0.0,0.0,0.0,0
conv-49_qa_126,A 1968 Kustom K-200A vintage guitar,A 1968 Kustom K-200A vintage guitar,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-49_qa_127,"The company downsized, and I was part of that.","The company downsized, and I was part of that.",True,0.0,0.0,True,0.0,0.0,0.0,0
conv-49_qa_128,His happy place.,His happy place.,True,0.8,0.8,True,0.0,0.0,0.0,0
conv-49_qa_129,It relied on it for his active lifestyle and road trips.,He relied on it for his active lifestyle and road trips.,False,0.9090909091,1.0,False,0.0,1.0,0.0,0
conv-49_qa_13,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_130,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_131,yoga,Yoga,False,1.0,1.0,True,1.0,1.0,0.0,0
conv-49_qa_132,yoga tips,yoga tips,True,0.4,0.4,True,0.0,0.0,0.0,0
conv-49_qa_133,His partner is pregnant.,His partner is pregnant.,True,0.8571428571,0.857143,True,0.0,0.0,0.0,0
conv-49_qa_134,family reunion,family reunion,True,0.8,0.8,True,0.0,0.0,0.0,0
conv-49_qa_135,'Bring it on Home','Bring it on Home',True,1.0,1.0,True,1.0,1.0,0.0,0
conv-49_qa_136,himself,himself,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-49_qa_137,A close friend of mine,A close friend of mine,True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-49_qa_138,Running in the mornings.,Running in the mornings,False,1.0,1.0,True,1.0,1.0,0.0,0
conv-49_qa_139,put a GPS sensor on your keys,put a GPS sensor on your keys,True,0.7272727273,0.727273,True,0.0,0.0,0.0,0
conv-49_qa_14,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_140,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_141,Keep trying new things,Keep trying new things,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-49_qa_142,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_143,Cannot answer,getting married,False,0.0,1.0,False,0.0,1.0,1.0,0
conv-49_qa_144,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_145,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_146,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_147,two ginger snaps a day,two ginger snaps a day,True,0.8888888889,0.888889,True,0.0,0.0,0.0,0
conv-49_qa_148,Snowshoeing,snowshoeing,False,1.0,1.0,True,1.0,1.0,0.0,0
conv-49_qa_149,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_15,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_150,"swimming, yoga, and walking","Swimming, yoga, and walking.",False,0.8571428571,0.857143,True,0.0,0.0,0.0,0
conv-49_qa_151,The Godfather,The Godfather,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-49_qa_152,Yoga,Yoga,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-49_qa_153,a sunset,a sunset,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-49_qa_154,for that drunken night,for that drunken night,True,0.8571428571,0.857143,True,0.0,0.0,0.0,0
conv-49_qa_155,peaceful,peaceful,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-49_qa_16,Self-checkout issues.,Self-checkout issues,False,0.5714285714,0.571429,True,0.0,0.0,0.0,0
conv-49_qa_17,Cannot answer,last Friday,False,0.0,0.285714,False,0.0,0.0,1.0,0
conv-49_qa_18,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_19,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_2,Jasper,Jasper,True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-49_qa_20,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_21,"awesome Canadian woman, makes him feel alive","awesome Canadian woman, incredible, makes him feel alive",False,0.0909090909,0.133333,False,0.0,0.0,0.0,0
conv-49_qa_22,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_23,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_24,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_25,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_26,His family.,His family.,True,0.1818181818,0.181818,True,0.0,0.0,0.0,0
conv-49_qa_27,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_28,Cannot answer,Creative writing,False,0.0,0.8,False,0.0,0.0,1.0,0
conv-49_qa_29,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_3,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_30,"13 August, 2023","13 August, 2023",True,1.0,1.0,True,0.0,0.0,0.0,0
conv-49_qa_31,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_32,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_33,flying over skyscrapers,flying over skyscrapers,True,0.5,0.5,True,0.0,0.0,0.0,0
conv-49_qa_34,Fell off his bike and hurt his ankle in a soccer accident.,Fell off his bike and soccer accident.,False,0.5263157895,0.666667,False,0.0,0.0,0.0,0
conv-49_qa_35,"15 August, 2023","15 August, 2023",True,0.75,0.75,True,0.0,0.0,0.0,0
conv-49_qa_36,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_37,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_38,Cannot answer,Nature is calming and helps them relax.,False,0.0,0.111111,False,0.0,0.0,1.0,0
conv-49_qa_39,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_4,painting,Cannot answer,False,1.0,0.0,False,1.0,0.0,0.0,1
conv-49_qa_40,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_41,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_42,A friend gave him a painting that inspired him.,A friend gave him a painting that inspired him.,True,0.4,0.4,True,0.0,0.0,0.0,0
conv-49_qa_43,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_44,Landscapes,Landscapes,True,0.3333333333,0.333333,True,0.0,0.0,0.0,0
conv-49_qa_45,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_46,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_47,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_48,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_49,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_5,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_50,"Skiing, snowboarding, ice skating, watercolor painting","Skiing, snowboarding, ice skating, watercolor painting, painting landscapes.",False,0.5555555556,0.5,False,0.0,0.0,0.0,0
conv-49_qa_51,Cannot answer,"Sam struggles with weight, lack of motivation, cravings for sugary drinks and sn",False,0.0,0.296296,False,0.0,0.0,1.0,0
conv-49_qa_52,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_53,next Saturday,next Saturday,True,0.2857142857,0.285714,True,0.0,0.0,0.0,0
conv-49_qa_54,Cannot answer,"health scare, hospital visit, heart palpitation incident",False,0.0,0.153846,False,0.0,0.0,1.0,0
conv-49_qa_55,Helping lost tourists.,Helping lost tourists.,True,0.5,0.5,True,0.0,0.0,0.0,0
conv-49_qa_56,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_57,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_58,One year ago.,one year ago,False,0.0,0.0,True,0.0,0.0,0.0,0
conv-49_qa_59,"4:07 pm on 14 October, 2023","4:07 pm on 14 October, 2023",True,0.6,0.6,True,0.0,0.0,0.0,0
conv-49_qa_6,1,1,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-49_qa_60,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_61,work stress,work stress,True,0.8,0.8,True,0.0,0.0,0.0,0
conv-49_qa_62,Sam had gastritis and a weight-related health risk; Evan had heart palpitations ,Sam had gastritis; Evan had a heart palpitation incident and a hospital visit fo,False,0.2571428571,0.208955,False,0.0,0.0,0.0,0
conv-49_qa_63,"1:50 pm on 17 October, 2023","17 October, 2023",False,0.5,0.75,False,0.0,0.0,0.0,0
conv-49_qa_64,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_65,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_66,last month,last month,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-49_qa_67,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_68,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_69,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_7,painting,painting,True,0.3333333333,0.333333,True,0.0,0.0,0.0,0
conv-49_qa_70,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_71,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_72,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_73,next summer,next summer,True,0.5,0.5,True,0.0,0.0,0.0,0
conv-49_qa_74,last Tuesday,"17 December, 2023",False,0.0,0.75,False,0.0,0.0,0.0,0
conv-49_qa_75,Cannot answer,yesterday,False,0.0,0.0,True,0.0,0.0,1.0,0
conv-49_qa_76,"17 December, 2023",Cannot answer,False,0.6666666667,0.0,False,0.0,0.0,0.0,1
conv-49_qa_77,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_78,"Extended fam, work friends",extended fam,False,0.2105263158,0.0,False,0.0,0.0,0.0,0
conv-49_qa_79,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_8,Drawing,Drawing,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-49_qa_80,Yesterday,"12:17 am on 10 January, 2024",False,0.0,0.2,False,0.0,0.0,0.0,0
conv-49_qa_81,Painting,Painting,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-49_qa_82,Yoga,Yoga,True,0.2222222222,0.222222,True,0.0,0.0,0.0,0
conv-49_qa_83,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_84,A friend gave him a painting that inspired him.,A friend gave him a painting that inspired him.,True,0.2,0.2,True,0.0,0.0,0.0,0
conv-49_qa_85,painting,painting,True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-49_qa_86,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_87,Jasper,Jasper,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-49_qa_88,"fresh air, peacefulness and a cozy cabin surrounded by mountains and forests","fresh air, peacefulness and a cozy cabin surrounded by mountains and forests",True,0.9523809524,0.952381,True,0.0,0.0,0.0,0
conv-49_qa_89,Reducing soda and candy intake.,Reducing soda and candy intake.,True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-49_qa_9,Last weekend,Last weekend,True,0.2857142857,0.285714,True,0.0,0.0,0.0,0
conv-49_qa_90,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_91,flavored seltzer water and dark chocolate,flavored seltzer water and dark chocolate with high cocoa content,False,0.75,1.0,False,0.0,1.0,0.0,0
conv-49_qa_92,The self-checkout machines were all broken.,The self-checkout machines were all broken.,True,0.8,0.8,True,0.0,0.0,0.0,0
conv-49_qa_93,The Great Gatsby,Cannot answer,False,1.0,0.0,False,1.0,0.0,0.0,1
conv-49_qa_94,flavored seltzer water,flavored seltzer water,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-49_qa_95,It tracks my progress really well and serves as a constant reminder to keep goin,It tracks my progress really well and serves as a constant reminder to keep goin,True,0.8333333333,0.833333,True,0.0,0.0,0.0,0
conv-49_qa_96,Cannot answer,strength and resilience,False,0.0,1.0,False,0.0,1.0,1.0,0
conv-49_qa_97,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-49_qa_98,progress,progress,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-49_qa_99,a dream interpretation book,a dream interpretation book,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-50_qa_0,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_1,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_10,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_100,at my mansion,at my mansion,True,0.4444444444,0.444444,True,0.0,0.0,0.0,0
conv-50_qa_101,a podcast,a podcast,True,0.4,0.4,True,0.0,0.0,0.0,0
conv-50_qa_102,Miami,Miami,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-50_qa_103,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_104,Because it gives it a unique look and goes with his style.,Because it gives it a unique look and goes with his style.,True,0.3076923077,0.307692,True,0.0,0.0,0.0,0
conv-50_qa_105,purple,purple,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-50_qa_106,San Francisco,San Francisco,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-50_qa_107,Proud,Proud,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-50_qa_108,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_109,exploring and growing his brand,exploring and growing his brand,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-50_qa_11,flooded place and car accident,"flooded place, car accident",False,0.3636363636,0.4,False,0.0,0.0,0.0,0
conv-50_qa_110,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_111,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_112,It's so satisfying.,makes all the hard work worth it,False,0.2222222222,0.545455,False,0.0,0.0,0.0,0
conv-50_qa_113,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_114,California Love,California Love,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-50_qa_115,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_116,Ford Mustang,Ford Mustang,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-50_qa_117,Seeing the transformation and bringing them back to life.,Seeing the end result and knowing that they did it together.,False,0.1176470588,0.105263,False,0.0,0.0,0.0,0
conv-50_qa_118,Cannot answer,hard work and determination,False,0.0,1.0,False,0.0,1.0,1.0,0
conv-50_qa_119,Therapy,Therapy,True,0.2,0.2,True,0.0,0.0,0.0,0
conv-50_qa_12,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_120,Open a shop and work on classic cars.,Open a shop and work on classic cars.,True,0.125,0.125,True,0.0,0.0,0.0,0
conv-50_qa_121,A new Ferrari,A new Ferrari,True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-50_qa_122,The Fireworks,The Fireworks,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-50_qa_123,"He reminds himself why he's passionate, relies on helpful people, and takes a br","He reminds himself why he's passionate about his goals, relies on helpful people",False,0.4375,0.514286,False,0.0,0.0,0.0,0
conv-50_qa_124,fixing up things,fixing up things,True,0.8,0.8,True,0.0,0.0,0.0,0
conv-50_qa_125,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-50_qa_126,Shibuya Crossing,Shibuya Crossing,True,1.0,1.0,True,1.0,1.0,0.0,0
