memory_id,raw_text,enriched_text,has_kg,n_triples,entities,relations,temporal_flag
conv-50_session_12_D12:5,"That's awesome, Dave! Working together on projects like that really brings people closer. Do you have any pictures from that time?","That's awesome, Dave! Working together on projects like that really brings people closer. Do you have any pictures from that time?
Entities: dave, projects
Relations: work
Triples: (dave, work, on_projects)

Keywords: any, awesome, brings, closer, dave, like, people, pictures, projects, really, time, together, working",1,1,"dave, projects",work,0
conv-50_session_12_D12:6,"Yes, I have one, take a look. It was a wonderful experience.","Yes, I have one, take a look. It was a wonderful experience.",0,0,,,0
conv-50_session_12_D12:7,"Aww, that's cool, Dave. Reminiscing is always fun! That pic you shared takes me back to my trip to the Ferrari dealership. I saw a lot of amazing cars, but as for me, my car is the best and  I'm pretty proud of this. Sure, it's just material, but it reminds me of my hard work and dedication. It really inspires me. Take a look at this beauty!","Aww, that's cool, Dave. Reminiscing is always fun! That pic you shared takes me back to my trip to the Ferrari dealership. I saw a lot of amazing cars, but as for me, my car is the best and  I'm pretty proud of this. Sure, it's just material, but it reminds me of my hard work and dedication. It really inspires me. Take a look at this beauty!
Entities: calvin
Relations: see
Triples: (calvin, see, it)

Keywords: always, amazing, aww, back, beauty, best, calvin, car, cars, cool, dave, dealership, dedication, ferrari, fun, hard, inspires, look, lot, material",1,1,calvin,see,0
conv-50_session_12_D12:8,"Your car looks great, Calvin! I can tell why you're proud. Having something like that is motivating. It's like a reminder of what you can achieve.","Your car looks great, Calvin! I can tell why you're proud. Having something like that is motivating. It's like a reminder of what you can achieve.",0,0,,,0
conv-50_session_12_D12:9,"Thanks, Dave! Seeing it everyday keeps me motivated and reminds me to keep pushing.","Thanks, Dave! Seeing it everyday keeps me motivated and reminds me to keep pushing.",0,0,,,0
conv-50_session_13_D13:1,"Hey Calvin, been ages! Guess what? I got picked for a car mod workshop. Gonna get better at it and learn something new! Look at the cars I'm working with right now. ","Hey Calvin, been ages! Guess what? I got picked for a car mod workshop. Gonna get better at it and learn something new! Look at the cars I'm working with right now. 
Entities: car, dave, mod, workshop
Relations: pick
Triples: (dave, pick, for_a_car_mod_workshop)

Keywords: ages, better, calvin, car, cars, dave, get, gonna, got, guess, hey, learn, look, mod, new, picked, right, something, working, workshop",1,1,"car, dave, mod, workshop",pick,0
conv-50_session_13_D13:10,You've really put in some work! That attention to detail is great.,"You've really put in some work! That attention to detail is great.
Entities: attention, dave
Relations: value
Triples: (dave, value, attention)

Keywords: attention, dave, detail, great, put, really, work",1,1,"attention, dave",value,0
conv-50_session_13_D13:11,"Thanks, Calvin! It's all about those small details that make it unique and personalized.","Thanks, Calvin! It's all about those small details that make it unique and personalized.",0,0,,,0
conv-50_session_13_D13:12,"Yeah, customizing a masterpiece with those small details is what makes it unique and personalized.","Yeah, customizing a masterpiece with those small details is what makes it unique and personalized.",0,0,,,0
conv-50_session_13_D13:13,"Yeah! It's about showing my style, it's like customizing a work of art on wheels.","Yeah! It's about showing my style, it's like customizing a work of art on wheels.
Entities: dave, see
Relations: see
Triples: (dave, see, see)

Keywords: art, customizing, dave, like, see, showing, style, wheels, work, yeah",1,1,"dave, see",see,0
conv-50_session_13_D13:14,"No problem, Dave. Your enthusiasm and hard work show in everything you do. Keep coming up with new cool stuff, bud. I'm excited to see what you'll do next.","No problem, Dave. Your enthusiasm and hard work show in everything you do. Keep coming up with new cool stuff, bud. I'm excited to see what you'll do next.
Entities: calvin, dave
Relations: encourage
Triples: (calvin, encourage, dave)

Keywords: bud, calvin, coming, cool, dave, enthusiasm, everything, excited, hard, keep, new, next, problem, see, show, stuff, work",1,1,"calvin, dave",encourage,0
conv-50_session_13_D13:15,"Cheers, Calvin! Really appreciate your help. I'm gonna keep working hard and coming up with new cool stuff. And if you need a hand with your music stuff, just let me know! Check out my awesome music studio setup with a high-quality sound system. You won't believe how amazing your songs sound here!","Cheers, Calvin! Really appreciate your help. I'm gonna keep working hard and coming up with new cool stuff. And if you need a hand with your music stuff, just let me know! Check out my awesome music studio setup with a high-quality sound system. You won't believe how amazing your songs sound here!
Entities: dave, help
Relations: offer
Triples: (dave, offer, help)

Keywords: amazing, appreciate, awesome, believe, calvin, check, cheers, coming, cool, dave, gonna, hand, hard, help, high, keep, know, let, music, need",1,1,"dave, help",offer,0
conv-50_session_13_D13:16,"Thanks for the offer, Dave. I'm super busy with my music stuff at the moment, so I'll keep it in mind. Great work, dude!","Thanks for the offer, Dave. I'm super busy with my music stuff at the moment, so I'll keep it in mind. Great work, dude!
Entities: calvin, mention
Relations: mention
Triples: (calvin, mention, mention)

Keywords: busy, calvin, dave, dude, great, keep, mention, mind, moment, music, offer, stuff, super, thanks, work",1,1,"calvin, mention",mention,0
conv-50_session_13_D13:17,"No worries, Calvin. Got it. Good luck with your music!","No worries, Calvin. Got it. Good luck with your music!",0,0,,,0
conv-50_session_13_D13:18,"Thanks for the encouragement, Dave. I'll keep working hard and making music. Take care!","Thanks for the encouragement, Dave. I'll keep working hard and making music. Take care!
Entities: calvin, dave, encouragement
Relations: appreciate
Triples: (calvin, appreciate, dave_'s_encouragement)

Keywords: calvin, care, dave, encouragement, hard, keep, making, music, take, thanks, working",1,1,"calvin, dave, encouragement",appreciate,0
conv-50_session_13_D13:19,"See ya, Calvin! Stay awesome. Catch ya later.","See ya, Calvin! Stay awesome. Catch ya later.",0,0,,,0
conv-50_session_13_D13:2,"Wow Dave, that's awesome! Congrats on being picked for the car mod workshop. It's a great opportunity to take your skills up a notch. Are there any mods or projects you're excited to work on?","Wow Dave, that's awesome! Congrats on being picked for the car mod workshop. It's a great opportunity to take your skills up a notch. Are there any mods or projects you're excited to work on?",0,0,,,0
conv-50_session_13_D13:3,"Thanks, Calvin! This is a dream come true for me, as I've always wanted to learn auto engineering and work on building a custom car.","Thanks, Calvin! This is a dream come true for me, as I've always wanted to learn auto engineering and work on building a custom car.",0,0,,,0
conv-50_session_13_D13:4,"That's awesome, Dave! Pursuing your passion for auto engineering and making a custom car is a great experience. I'm excited to see what you create. Keep it up and have fun every step of the way. What do you think is the most thrilling part of it?","That's awesome, Dave! Pursuing your passion for auto engineering and making a custom car is a great experience. I'm excited to see what you create. Keep it up and have fun every step of the way. What do you think is the most thrilling part of it?",0,0,,,0
conv-50_session_13_D13:5,"Thanks, Calvin! I've found the picture with really thrilling part of the workshop, take a look. Seeing the potential come to life is always satisfying.","Thanks, Calvin! I've found the picture with really thrilling part of the workshop, take a look. Seeing the potential come to life is always satisfying.",0,0,,,0
conv-50_session_13_D13:6,"Wow, that sounds like a fulfilling hobby! What kind of transformations have you done so far? How's it going with the current project?","Wow, that sounds like a fulfilling hobby! What kind of transformations have you done so far? How's it going with the current project?",0,0,,,0
conv-50_session_13_D13:7,"I've been working on this car, doing engine swaps and suspension modifications. Now I'm learning about body modifications. Giving this classic muscle car a modern twist is a challenge but so fun!","I've been working on this car, doing engine swaps and suspension modifications. Now I'm learning about body modifications. Giving this classic muscle car a modern twist is a challenge but so fun!
Entities: body, car, classic, dave, modifications, muscle
Relations: learn
Triples: (dave, learn, about_body_modifications_on_a_classic_muscle_car)

Keywords: body, car, challenge, classic, dave, engine, fun, giving, learning, modern, modifications, muscle, suspension, swaps, twist, working",1,1,"body, car, classic, dave, modifications, muscle",learn,0
conv-50_session_13_D13:8,"Wow, Dave, that looks cool! The silver finish gives it a modern twist. Great job!","Wow, Dave, that looks cool! The silver finish gives it a modern twist. Great job!",0,0,,,0
conv-50_session_13_D13:9,"Thanks, Calvin! Yeah, I wanted a modern vibe but also that classic muscle car style. Really happy with it!","Thanks, Calvin! Yeah, I wanted a modern vibe but also that classic muscle car style. Really happy with it!
Entities: aim, dave
Relations: aim
Triples: (dave, aim, aim)

Keywords: aim, calvin, car, classic, dave, happy, modern, muscle, really, style, thanks, vibe, wanted, yeah",1,1,"aim, dave",aim,0
conv-50_session_14_D14:1,"Hey Cal, how's it going? Something cool happened since last we talked - I got to go to a car workshop in San Francisco! So cool to dive into the world of car restoration and see all the different techniques. People were really passionate and dedicated - truly inspiring!","Hey Cal, how's it going? Something cool happened since last we talked - I got to go to a car workshop in San Francisco! So cool to dive into the world of car restoration and see all the different techniques. People were really passionate and dedicated - truly inspiring!
Entities: car, dave, francisco, restoration, san, workshop
Relations: attend
Triples: (dave, attend, a_car_restoration_workshop_in_san_francisco)

Keywords: cal, car, cool, dave, dedicated, different, dive, francisco, go, going, got, happened, hey, inspiring, into, last, passionate, people, really, restoration",1,1,"car, dave, francisco, restoration, san, workshop",attend,0
conv-50_session_14_D14:10,"Yeah, that was buzzing! It's moments like these that make me so proud and motivated. I'm all about spreading joy with my art. So, how's your project going?","Yeah, that was buzzing! It's moments like these that make me so proud and motivated. I'm all about spreading joy with my art. So, how's your project going?
Entities: calvin, joy
Relations: spread
Triples: (calvin, spread, joy)

Keywords: art, buzzing, calvin, going, joy, like, make, moments, motivated, project, proud, spreading, yeah",1,1,"calvin, joy",spread,0
conv-50_session_14_D14:11,"Yeah, the project is going great! Here's a pic of the car I'm restoring. It's pretty cool seeing it go from a beat-up mess to a real beauty.","Yeah, the project is going great! Here's a pic of the car I'm restoring. It's pretty cool seeing it go from a beat-up mess to a real beauty.
Entities: dave, work
Relations: work
Triples: (dave, work, work)

Keywords: beat, beauty, car, cool, dave, go, going, great, mess, pic, pretty, project, real, restoring, seeing, work, yeah",1,1,"dave, work",work,0
conv-50_session_14_D14:12,"Wow Dave, that car is going to look amazing when you're done. How long do you think it will take to restore it?","Wow Dave, that car is going to look amazing when you're done. How long do you think it will take to restore it?",0,0,,,0
conv-50_session_14_D14:13,"Thanks, Calvin! Fingers crossed it'll be all fixed up by the end of next month. Lots of elbow grease but it'll be worth the transformation.","Thanks, Calvin! Fingers crossed it'll be all fixed up by the end of next month. Lots of elbow grease but it'll be worth the transformation.
Entities: aim, dave
Relations: aim
Triples: (dave, aim, aim)

Keywords: aim, calvin, crossed, dave, elbow, end, fingers, fixed, grease, lots, month, next, thanks, transformation, worth",1,1,"aim, dave",aim,0
conv-50_session_14_D14:14,"Wow, Dave, I'm really excited to see the end result of your hard work! You've got some serious talent!","Wow, Dave, I'm really excited to see the end result of your hard work! You've got some serious talent!",0,0,,,0
conv-50_session_14_D14:15,"Thanks, Cal! Your support means a lot to me.","Thanks, Cal! Your support means a lot to me.",0,0,,,0
conv-50_session_14_D14:16,"You got this, Dave! I'm always here for you. Seeing your enthusiasm is amazing. Keep growing, buddy. It'll be worth it! Good luck with that. See ya!","You got this, Dave! I'm always here for you. Seeing your enthusiasm is amazing. Keep growing, buddy. It'll be worth it! Good luck with that. See ya!",0,0,,,0
conv-50_session_14_D14:2,Hey Dave! That's awesome! Car workshops sound totally cool and inspiring. Glad you found something that really gets you going.,Hey Dave! That's awesome! Car workshops sound totally cool and inspiring. Glad you found something that really gets you going.,0,0,,,0
conv-50_session_14_D14:3,"It's always great to learn and grow. So, what have you been up to lately?","It's always great to learn and grow. So, what have you been up to lately?",0,0,,,0
conv-50_session_14_D14:4,"As you know, I had an amazing experience touring with a well-known artist. The feeling of performing and connecting with the audience was unreal. We ended with a show in Japan and then I had the opportunity to explore my new place - it's like a dream come true!","As you know, I had an amazing experience touring with a well-known artist. The feeling of performing and connecting with the audience was unreal. We ended with a show in Japan and then I had the opportunity to explore my new place - it's like a dream come true!
Entities: artist, calvin, known, well
Relations: tour
Triples: (calvin, tour, with_a_well___known_artist)

Keywords: amazing, artist, audience, calvin, come, connecting, dream, ended, experience, explore, feeling, japan, know, known, like, new, opportunity, performing, place, show",1,1,"artist, calvin, known, well",tour,0
conv-50_session_14_D14:5,"Wow, Calvin! I bet playing for an eager audience was an incredible experience. Exploring Japan must have been amazing! How did Tokyo react to your music? Did you have any special moments there?","Wow, Calvin! I bet playing for an eager audience was an incredible experience. Exploring Japan must have been amazing! How did Tokyo react to your music? Did you have any special moments there?",0,0,,,0
conv-50_session_14_D14:6,"Thanks, Dave! That show in Tokyo was awesome! Everyone was so into it when I played one of my songs and sang along. It was a magical moment.","Thanks, Dave! That show in Tokyo was awesome! Everyone was so into it when I played one of my songs and sang along. It was a magical moment.
Entities: audience, calvin, eager, tokyo
Relations: perform
Triples: (calvin, perform, for_an_eager_audience_in_tokyo)

Keywords: along, audience, awesome, calvin, dave, eager, everyone, into, magical, moment, one, played, sang, show, songs, thanks, tokyo",1,1,"audience, calvin, eager, tokyo",perform,0
conv-50_session_14_D14:7,"Wow, Calvin, sounds amazing! Got any pictures from that show? Would love to see the atmosphere.","Wow, Calvin, sounds amazing! Got any pictures from that show? Would love to see the atmosphere.",0,0,,,0
conv-50_session_14_D14:8,"Yeah, here's a pic I took. It was so awesome - I loved how the crowd was into it. These moments are why I love my job.","Yeah, here's a pic I took. It was so awesome - I loved how the crowd was into it. These moments are why I love my job.",0,0,,,0
conv-50_session_14_D14:9,The energy in that pic is awesome! Seeing everyone with their hands up must have been really cool. It's great when your passion brings joy to others!,The energy in that pic is awesome! Seeing everyone with their hands up must have been really cool. It's great when your passion brings joy to others!,0,0,,,0
conv-50_session_15_D15:1,"Hey Calvin! Haven't talked in a while! Last Friday I had a card-night with my friends, it was so much fun. We laughed and had a great time! Take a look at the photo!","Hey Calvin! Haven't talked in a while! Last Friday I had a card-night with my friends, it was so much fun. We laughed and had a great time! Take a look at the photo!
Entities: dave
Relations: enjoy
Triples: (dave, enjoy, it)

Keywords: calvin, card, dave, friday, friends, fun, great, hey, last, laughed, look, much, night, photo, take, talked, time",1,1,dave,enjoy,0
conv-50_session_15_D15:10,"Yeah Dave, someone even noticed my performance and now we're working together, which is wild. My tour ends soon and I'm heading to Boston. Maybe we can meet up then!","Yeah Dave, someone even noticed my performance and now we're working together, which is wild. My tour ends soon and I'm heading to Boston. Maybe we can meet up then!
Entities: calvin, end
Relations: end
Triples: (calvin, end, end)

Keywords: boston, calvin, dave, end, ends, even, heading, maybe, meet, noticed, performance, someone, soon, together, tour, wild, working, yeah",1,1,"calvin, end",end,0
conv-50_session_15_D15:11,Sounds great! Fill me in on the details when you have them and let's meet up when you're here. Can't wait to hear all about everything!,Sounds great! Fill me in on the details when you have them and let's meet up when you're here. Can't wait to hear all about everything!,0,0,,,0
conv-50_session_15_D15:12,"Of course, Dave can't wait to catch up! I almost forgot, yesterday my friends and I recorded a podcast where we discuss the rapidly evolving rap industry!","Of course, Dave can't wait to catch up! I almost forgot, yesterday my friends and I recorded a podcast where we discuss the rapidly evolving rap industry!
Entities: calvin, discussing, evolving, industry, podcast, rap, rapidly
Relations: record
Triples: (calvin, record, a_podcast_discussing_the_rapidly_evolving_rap_industry)

Keywords: almost, calvin, catch, course, dave, discuss, discussing, evolving, forgot, friends, industry, podcast, rap, rapidly, recorded, wait, yesterday",1,1,"calvin, discussing, evolving, industry, podcast, rap, rapidly",record,0
conv-50_session_15_D15:13,That sounds fantastic! I'm looking forward to listening to your podcast and learning more about the rap industry. Keep up the great work!,"That sounds fantastic! I'm looking forward to listening to your podcast and learning more about the rap industry. Keep up the great work!
Entities: anticipation, calvin, dave, listening, podcast
Relations: express
Triples: (dave, express, anticipation_for_listening_to_calvin_'s_podcast_about)

Keywords: anticipation, calvin, dave, fantastic, forward, great, industry, keep, learning, listening, looking, podcast, rap, sounds, work",1,1,"anticipation, calvin, dave, listening, podcast",express,0
conv-50_session_15_D15:14,I'll let you know when the podcast will be uploaded. Take care!,I'll let you know when the podcast will be uploaded. Take care!,0,0,,,0
conv-50_session_15_D15:15,"Sure, Calvin! Looking forward to hearing about it. See ya then!","Sure, Calvin! Looking forward to hearing about it. See ya then!",0,0,,,0
conv-50_session_15_D15:2,"Hey Dave! Great to hear from you, card night sounds like a blast! Always love having fun with friends. Guess what? I scored a deal to continue collaboration with Frank Ocean! This is a dream come true for me, I've been working hard and it's finally paying off. No words can describe how happy I am.","Hey Dave! Great to hear from you, card night sounds like a blast! Always love having fun with friends. Guess what? I scored a deal to continue collaboration with Frank Ocean! This is a dream come true for me, I've been working hard and it's finally paying off. No words can describe how happy I am.
Entities: calvin, collaboration, continuing, dave, deal, excitement, frank, ocean
Relations: express, score
Triples: (dave, express, excitement_about_calvin_continuing_collaboration_with_frank_ocean); (calvin, score, a_deal)

Keywords: always, blast, calvin, card, collaboration, come, continue, continuing, dave, deal, describe, dream, excitement, finally, frank, friends, fun, great, guess, happy",1,2,"calvin, collaboration, continuing, dave, deal, excitement, frank, ocean","express, score",0
conv-50_session_15_D15:3,"Wow Calvin, congrats! Super excited for you. How did this chance come up?","Wow Calvin, congrats! Super excited for you. How did this chance come up?",0,0,,,0
conv-50_session_15_D15:4,"Thanks, Dave! I had the opportunity to meet Frank Ocean at a music festival in Tokyo and we clicked. We've been speaking and sharing ideas we arranged a meeting and recorded a song in the studio at my mansion - it's been great!","Thanks, Dave! I had the opportunity to meet Frank Ocean at a music festival in Tokyo and we clicked. We've been speaking and sharing ideas we arranged a meeting and recorded a song in the studio at my mansion - it's been great!
Entities: calvin, dave, frank, ocean, opportunity
Relations: comment, meet
Triples: (dave, comment, on_the_opportunity); (calvin, meet, frank_ocean)

Keywords: arranged, calvin, clicked, dave, festival, frank, great, ideas, mansion, meet, meeting, music, ocean, opportunity, recorded, sharing, song, speaking, studio, thanks",1,2,"calvin, dave, frank, ocean, opportunity","comment, meet",0
conv-50_session_15_D15:5,"Wow, Tokyo sounds like an incredible experience!","Wow, Tokyo sounds like an incredible experience!
Entities: calvin, dave, description
Relations: base
Triples: (dave, base, on_calvin_'s_description)

Keywords: calvin, dave, description, experience, incredible, like, sounds, tokyo, wow",1,1,"calvin, dave, description",base,0
conv-50_session_15_D15:6,"It was an incredible experience, Dave! The city was buzzing with energy and the festival crowd was so lively - it was like fuel for my soul. Look at this photo, that's amazing!","It was an incredible experience, Dave! The city was buzzing with energy and the festival crowd was so lively - it was like fuel for my soul. Look at this photo, that's amazing!
Entities: calvin, tokyo
Relations: describe
Triples: (calvin, describe, tokyo)

Keywords: amazing, buzzing, calvin, city, crowd, dave, energy, experience, festival, fuel, incredible, like, lively, look, photo, soul, tokyo",1,1,"calvin, tokyo",describe,0
conv-50_session_15_D15:7,"Wow, that sounds incredible! What was it like playing at the festival? Must have been an amazing experience.","Wow, that sounds incredible! What was it like playing at the festival? Must have been an amazing experience.",0,0,,,0
conv-50_session_15_D15:8,"It was a dream come true, Dave! The festival had buzzing energy and a super upbeat crowd. We all felt connected, it was amazing!","It was a dream come true, Dave! The festival had buzzing energy and a super upbeat crowd. We all felt connected, it was amazing!",0,0,,,0
conv-50_session_15_D15:9,Sounds like you had a blast! Did any other collaborations come out of that performance? Any upcoming concerts we should know about?,"Sounds like you had a blast! Did any other collaborations come out of that performance? Any upcoming concerts we should know about?
Entities: dave
Relations: hear
Triples: (dave, hear, more)

Keywords: any, blast, collaborations, come, concerts, dave, know, like, performance, sounds, upcoming",1,1,dave,hear,0
conv-50_session_16_D16:1,Hey Calvin! Long time no chat! How was the end of your tour? I bet it was amazing!,Hey Calvin! Long time no chat! How was the end of your tour? I bet it was amazing!,0,0,,,0
conv-50_session_16_D16:10,"Oh man, they are amazing! I love the Miami vibe, it's perfect for the vid. Can't wait to show you!","Oh man, they are amazing! I love the Miami vibe, it's perfect for the vid. Can't wait to show you!",0,0,,,0
conv-50_session_16_D16:11,Looking forward to it! I'm excited to see the vibe and the location. Let me know if you need any help with props or anything else for the video. I'm here to support you!,"Looking forward to it! I'm excited to see the vibe and the location. Let me know if you need any help with props or anything else for the video. I'm here to support you!
Entities: calvin, creative, dave, endeavors, music, support
Relations: express
Triples: (dave, express, support_for_calvin_'s_music_and_creative_endeavors)

Keywords: any, anything, calvin, creative, dave, else, endeavors, excited, forward, help, know, let, location, looking, music, need, props, see, support, vibe",1,1,"calvin, creative, dave, endeavors, music, support",express,0
conv-50_session_16_D16:12,"Thanks, Dave! I'll let you know if I need any assistance with props or anything else. Your support is much appreciated.","Thanks, Dave! I'll let you know if I need any assistance with props or anything else. Your support is much appreciated.",0,0,,,0
conv-50_session_16_D16:13,"Sure, let me know when, I'm here to lend a hand. It's great to fuel your ideas. Remember that photo you sent me once? Love how this guitar shows our different artistic styles.","Sure, let me know when, I'm here to lend a hand. It's great to fuel your ideas. Remember that photo you sent me once? Love how this guitar shows our different artistic styles.
Entities: artistic, dave, different, guitar, shows, styles
Relations: mention
Triples: (dave, mention, a_guitar_that_shows_their_different_artistic_styles)

Keywords: artistic, dave, different, fuel, great, guitar, hand, ideas, know, lend, let, love, photo, remember, sent, shows, styles, sure",1,1,"artistic, dave, different, guitar, shows, styles",mention,0
conv-50_session_16_D16:14,"Yes Dave, I remember! I had this custom made by my Japanese artist friend. It's got an octopus on it, which represents my love for art and the sea. It's one of my favorites!","Yes Dave, I remember! I had this custom made by my Japanese artist friend. It's got an octopus on it, which represents my love for art and the sea. It's one of my favorites!
Entities: art, calvin, love, sea
Relations: represent
Triples: (calvin, represent, his_love_for_art_and_the_sea)

Keywords: art, artist, calvin, custom, dave, favorites, friend, got, japanese, love, made, octopus, one, remember, represents, sea, yes",1,1,"art, calvin, love, sea",represent,0
conv-50_session_16_D16:15,"That's a great guitar, Calvin! Love the design, it's so unique and special.","That's a great guitar, Calvin! Love the design, it's so unique and special.",0,0,,,0
conv-50_session_16_D16:16,"Cheers, mate! Really appreciate it. This guitar means so much to me; it's a reminder of my passion for music and the amazing friendships I've made.","Cheers, mate! Really appreciate it. This guitar means so much to me; it's a reminder of my passion for music and the amazing friendships I've made.",0,0,,,0
conv-50_session_16_D16:17,"Wow, Calvin, this instrument obviously means a lot to you - it's like a representation of your journey, your passion for music, and the friendships you've made. Amazing!","Wow, Calvin, this instrument obviously means a lot to you - it's like a representation of your journey, your passion for music, and the friendships you've made. Amazing!",0,0,,,0
conv-50_session_16_D16:18,"Yeah, Dave! It's like every mark and strum holds a story. Take a look.","Yeah, Dave! It's like every mark and strum holds a story. Take a look.",0,0,,,0
conv-50_session_16_D16:19,That guitar has a gorgeous purple hue. Why did you make it so shiny?,That guitar has a gorgeous purple hue. Why did you make it so shiny?,0,0,,,0
conv-50_session_16_D16:2,Hey Dave! The tour was amazing! I was so pumped from all the energy from the audience. This pic totally captures how I felt. Such an amazing time!,Hey Dave! The tour was amazing! I was so pumped from all the energy from the audience. This pic totally captures how I felt. Such an amazing time!,0,0,,,0
conv-50_session_16_D16:20,"I got it customized with a shiny finish because it gives it a unique look. Plus, it goes with my style.","I got it customized with a shiny finish because it gives it a unique look. Plus, it goes with my style.",0,0,,,0
conv-50_session_16_D16:21,Good pick! The customized purple glow gives it a unique look that really stands out.,Good pick! The customized purple glow gives it a unique look that really stands out.,0,0,,,0
conv-50_session_16_D16:22,"Thanks, dude! I dig how it's so unique. It's totally my style!","Thanks, dude! I dig how it's so unique. It's totally my style!",0,0,,,0
conv-50_session_16_D16:23,Looks great on you! Your unique style really stands out in your music and playing.,Looks great on you! Your unique style really stands out in your music and playing.,0,0,,,0
conv-50_session_16_D16:24,"Thanks, Dave! Trying to stay true to myself and be unique in my music is something that I value, so it's really great to hear that you appreciate it.","Thanks, Dave! Trying to stay true to myself and be unique in my music is something that I value, so it's really great to hear that you appreciate it.
Entities: calvin, music, style, value
Relations: memory
Triples: (calvin, has_memory, calvin_value_style_music)

Keywords: appreciate, calvin, dave, great, hear, music, really, something, stay, style, thanks, true, trying, unique, value",1,1,"calvin, music, style, value",memory,0
conv-50_session_16_D16:25,"Definitely, staying true to yourself and your style is vital. It makes you unique and your music stand out. Keep it real, bud. You've got something great to give the world.","Definitely, staying true to yourself and your style is vital. It makes you unique and your music stand out. Keep it real, bud. You've got something great to give the world.",0,0,,,0
conv-50_session_16_D16:3,"Wow, that looks amazing! How was it performing on that big stage?","Wow, that looks amazing! How was it performing on that big stage?",0,0,,,0
conv-50_session_16_D16:4,Performing on such a big stage was a dream come true! The energy was incredible and I felt on top of the world. It was seriously surreal.,"Performing on such a big stage was a dream come true! The energy was incredible and I felt on top of the world. It was seriously surreal.
Entities: big, calvin, performed, tour
Relations: complete
Triples: (calvin, complete, a_tour_where_he_performed_on_a_big)

Keywords: big, calvin, come, dream, energy, felt, incredible, performed, performing, seriously, stage, surreal, top, tour, true, world",1,1,"big, calvin, performed, tour",complete,0
conv-50_session_16_D16:5,"Wow, that must have been an incredible experience! Congrats on achieving such an awesome moment!","Wow, that must have been an incredible experience! Congrats on achieving such an awesome moment!",0,0,,,0
conv-50_session_16_D16:6,Cool! Last weekend I started shooting a video for my new album - can't wait for you to check it out! Look how great it was!,"Cool! Last weekend I started shooting a video for my new album - can't wait for you to check it out! Look how great it was!
Entities: calvin, start
Relations: start
Triples: (calvin, start, start)

Keywords: album, calvin, check, cool, great, last, look, new, shooting, start, started, video, wait, weekend",1,1,"calvin, start",start,0
conv-50_session_16_D16:7,"Wow, Calvin! Can't wait to see it. Will it be shot on location?","Wow, Calvin! Can't wait to see it. Will it be shot on location?",0,0,,,0
conv-50_session_16_D16:8,We're doing the shoot in Miami and picked an awesome beach. It's going to have some epic visuals!,We're doing the shoot in Miami and picked an awesome beach. It's going to have some epic visuals!,0,0,,,0
conv-50_session_16_D16:9,"Sounds great, Calvin! The beaches in Miami are awesome - can't wait to see them!","Sounds great, Calvin! The beaches in Miami are awesome - can't wait to see them!",0,0,,,0
conv-50_session_17_D17:1,"Hey Calvin! Been a while, what's up? I'm tied up with car stuff lately, yesterday I came back from San Francsico with some great insights and knowledge on car modification that I want to share with you! Changing things around, and giving an old car a new life - so satisfying!","Hey Calvin! Been a while, what's up? I'm tied up with car stuff lately, yesterday I came back from San Francsico with some great insights and knowledge on car modification that I want to share with you! Changing things around, and giving an old car a new life - so satisfying!
Entities: car, dave, insights, knowledge, modification
Relations: come
Triples: (dave, come, with_insights_and_knowledge_on_car_modification)

Keywords: around, back, calvin, came, car, changing, dave, francsico, giving, great, hey, insights, knowledge, lately, life, modification, new, old, san, satisfying",1,1,"car, dave, insights, knowledge, modification",come,0
conv-50_session_17_D17:10,"Thanks, Dave! Gotta stay safe on the trip. Can't wait to see you there! I will contact you when I arrive. Goodbye!","Thanks, Dave! Gotta stay safe on the trip. Can't wait to see you there! I will contact you when I arrive. Goodbye!",0,0,,,0
conv-50_session_17_D17:2,Hey Dave! Nice to hear from you. That's cool! I totally understand the satisfaction you get from fixing cars. It's like you're giving them new life.,Hey Dave! Nice to hear from you. That's cool! I totally understand the satisfaction you get from fixing cars. It's like you're giving them new life.,0,0,,,0
conv-50_session_17_D17:3,"Yeah, it's great fixing stuff up and seeing it turn out better. It's really rewarding and gives me a sense of purpose. Plus, it feels like I'm making a difference when I fix someone's car.","Yeah, it's great fixing stuff up and seeing it turn out better. It's really rewarding and gives me a sense of purpose. Plus, it feels like I'm making a difference when I fix someone's car.
Entities: car, dave, someone, things
Relations: fix
Triples: (dave, fix, things); (dave, fix, someone_'s_car)

Keywords: better, car, dave, difference, feels, fix, fixing, gives, great, like, making, plus, purpose, really, rewarding, seeing, sense, someone, stuff, things",1,2,"car, dave, someone, things",fix,0
conv-50_session_17_D17:4,"Wow, you must feel great making a real difference in someone's life, like being their superhero!","Wow, you must feel great making a real difference in someone's life, like being their superhero!",0,0,,,0
conv-50_session_17_D17:5,"Yeah, it's great! It feels really good to make a difference and see their relief when their car is fixed. Makes me proud!","Yeah, it's great! It feels really good to make a difference and see their relief when their car is fixed. Makes me proud!
Entities: dave, difference, feeling, making, seeing
Relations: enjoy
Triples: (dave, enjoy, the_feeling_of_making_a_difference_and_seeing)

Keywords: car, dave, difference, feeling, feels, fixed, good, great, make, makes, making, proud, really, relief, see, seeing, yeah",1,1,"dave, difference, feeling, making, seeing",enjoy,0
