review_type,method,qa_id,category,question,gold_answer,prediction,primary_outcome,cause_candidate,structured_flag_reason,gold_memory_ids,gold_memory_text,top10_memory_ids,top10_memory_text,review_status,confirmed_error_type,reviewer_notes
Type1_Retrieval_miss,ZScore-Raw,conv-42_qa_66,3,What alternative career might Nate consider after gaming?,"an animalkeeper at a localzoo and workingwith turtles; as heknows a great dealabout turtles andhow to care for them,and he enjoys it.",Creating gaming content for YouTube,Type1_Retrieval_miss,dual_branch_retrieval_miss,,conv-42_session_19_D19:3;conv-42_session_25_D25:19;conv-42_session_28_D28:25;conv-42_session_5_D5:8,"I'm really stoked to see all my hard work paying off! I'm super proud of what I accomplished. On another note, my little dudes got a new tank! Check them out, they're so cute, right?! || They eat a combination of vegetables, fruits, and insects. They have a varied diet. || Turtles really bring me joy and peace. They have such an effect on us - best buddies ever! I saw another at a pet store and just hade to get him. The tank is big enough now for three, so I figured why not! || No, not really. Just keep their area clean, feed them properly, and make sure they get enough light. It's actually kind of fun.",conv-42_session_10_D10:4;conv-42_session_10_D10:3;conv-42_session_28_D28:13;conv-42_session_1_D1:11;conv-42_session_23_D23:15;conv-42_session_9_D9:10;conv-42_session_22_D22:18;conv-42_session_28_D28:16;conv-42_session_19_D19:1;conv-42_session_14_D14:9,"Gaming has been my focus - practicing a lot and even winning a few tournaments. Last week I won my second tournament! || Wow, Nate! I'm proud of what you did. Your gaming room looks great - have you been gaming a lot recently? || Yeah actually - creating gaming content for YouTube. It's a cool way to entertain folks and satisfy my video game cravings at the same time when there aren't any tourneys going on. || Playing video games and watching movies are my main hobbies. || Mostly just chilling at home. Playing video games or watching movies helps me unwind. || I love fantasy and sci-fi movies, they're a great escape and get my imagination going. Playing video games is a great way to express my creativity and passion. || Awesome! I know encouragement is what got me so far in my gameing career, so I figured why not share the love. || Way to go, Nate! Making videos and connecting with people about gaming - that's awesome! You'll do great! || Woah Joanna, I won an international tournament yesterday! It was wild. Gaming has brought me so much success and now I'm able to make a living at something I'm passionate about - I'm loving it. || Way to go, Nate! Congratulations on your victory in the tournament! It must feel great to be recognized for your gaming skills.",pending,,
Type1_Retrieval_miss,ZScore-Raw,conv-30_qa_57,4,What advice does Gina give to Jon about running a successful business?,"build relationships with customers, create a strong brand image, stay positive",Confidence is important in business.,Type1_Retrieval_miss,dual_branch_retrieval_miss,all_gold_memories_have_empty_ERK,conv-30_session_7_D7:5,"Yeah, brand identity is key. Make sure yours stands out. Also be sure to build relationships with your customers – let them know you care. And don't forget to stay positive and motivate others. Your energy will be contagious!",conv-30_session_4_D4:3;conv-30_session_18_D18:9;conv-30_session_18_D18:4;conv-30_session_10_D10:8;conv-30_session_8_D8:21;conv-30_session_14_D14:12;conv-30_session_10_D10:1;conv-30_session_7_D7:4;conv-30_session_14_D14:9;conv-30_session_7_D7:3,"Hey Gina! I'm putting in a lot of work on my business even with the obstacles. I'm gonna make it happen! || Wow, Jon! Congrats on the successful night! What are your plans now with the advice you got? || Thanks for the support. Running a business isn't easy, but I'm determined to make it work. How have you tackled challenges in your business? Got any advice? || I get it, Jon. Confidence is important in business. I stay motivated by reminding myself of my successes and progress. It also helps to have a good support system. Just focus on why you started this – because you love it! Have faith in yourself, Jon. I do! || Gina, good luck with your store! || Yep Jon, staying resilient and focused is key for any entrepreneur. Keep going and don't give up! You got this! || Hi Gina! I just wanted to fill you in on my business. Yesterday, I went to a fair to show off my studio, it was both stressful and great! I got some possible leads, so that was awesome. But overall, I've learned that this biz is no cakewalk and having confidence in yourself is important for making it successful! || Thanks! Appreciate your kind words. Store's going good, just been keeping up with fashion trends so I can offer the best pieces to customers. It's been a lot of work, but really enjoying it. Got any advice or tips on running a successful biz? || Wow, Gina! You did great taking that leap. Congrats! Got any advice for someone just starting out? || Thanks Gina! It's been tough, but I'm gonna make it happen. It's been great! And hey, you're awesome with your store. How's it going?",pending,,
Type1_Retrieval_miss,BM25,conv-43_qa_82,4,How does John feel while surfing?,super exciting and free-feeling,The feeling was unreal!,Type1_Retrieval_miss,keyword_or_lexical_miss_candidate,all_gold_memories_have_empty_ERK,conv-43_session_3_D3:29,"Yup! Being out in the water can be amazing. The waves, the wind, it's super exciting and free-feeling. Nature's pretty special.",conv-43_session_14_D14:10;conv-43_session_3_D3:26;conv-43_session_3_D3:32;conv-43_session_3_D3:6;conv-43_session_3_D3:25;conv-43_session_3_D3:27;conv-43_session_20_D20:31;conv-43_session_11_D11:4;conv-43_session_13_D13:7;conv-43_session_29_D29:5,"That's incredible! How does it feel to have their trust and admiration? It must be such an honor to be a positive role model for them. || Wow! How long have you been surfing? || Yeah! It's great to find stuff that makes us happy and feel free. It's like bliss for me when I do this in a comfy spot. It's like being in another world, same as surfing is for you. || Wow, sounds like a blast! I had an incredible time meeting with that fellow fan. You can really feel the love when you're surrounded by people who share the same passion. Does that happen with your sport too? || I had an awesome summer with my friends, surfing and riding the waves. The feeling was unreal! || I started surfing five years ago and it's been great. I love the connection to nature. || It really does have a way of calming us and reminding us of the beauty around. || Good support is essential. How do you feel about them? || Congrats! That's awesome. It must feel good, right? || Congrats! How did it feel to seal the deal?",pending,,
Type1_Retrieval_miss,RRF_compact,conv-42_qa_171,4,What does Joanna do after receiving a rejection from a production company?,keep grinding and moving ahead,Worked hard on another script and eventually created a plan for getting it made into a movie.,Type1_Retrieval_miss,dual_branch_retrieval_miss,,conv-42_session_24_D24:14,"Yeah.. Thanks, Nate. It's hard, but I won't let it slow me down. I'm gonna keep grinding and moving ahead.",conv-42_session_24_D24:12;conv-42_session_14_D14:1;conv-42_session_14_D14:5;conv-42_session_14_D14:2;conv-42_session_24_D24:13;conv-42_session_28_D28:8;conv-42_session_27_D27:12;conv-42_session_27_D27:6;conv-42_session_29_D29:2;conv-42_session_9_D9:9,"Well, I had a bit of a setback recently - another rejection from a production company. || Nate, after finishing my screenplay I got a rejection letter from a major company. It really bummed me out. || They just sent me a generic rejection letter without much feedback. It's disheartening not knowing why it didn't work out. || Sorry to hear that, Joanna. Rejection stinks, but it doesn't mean you're not talented. Don't give up on your dreams! || Bummer, Joanna. Is this the one you sent to a film contest? Rejections suck, but don't forget they don't define you. Keep at it and you'll find the perfect opportunity. || Yup! I worked hard on another script and eventually created a plan for getting it made into a movie. It was a ton of work but satisfying. I pitched it to some producers yesterday and they really liked it. It gave me a big confidence boost! || Yep! I actually just submitted a few more last week! Hoping to hear back from them soon, though I assume a few will be rejected. || I am writing another movie script! It's a love story with lots of challenges. I've put lots of hard work into it and I'm hoping to get it on the big screen. || Congrats, Joanna! Not surprised at all that your hard work paid off. Must feel awesome to see your script come alive in a movie! Pretty cool when something you love brings success, right? Tell me more about your movie! || Thanks Nate! I'm gonna keep writing, but if acting calls out I might give it a try. I really enjoy dramas and emotionally-driven films. What about you? What inspires your passion?",pending,,
Type1_Retrieval_miss,Dense-bge,conv-47_qa_33,3,Did John and James study together?,Yes,"It will be great to work with you, James.",Type1_Retrieval_miss,dual_branch_retrieval_miss,,conv-47_session_17_D17:13, Your support means a lot to me. You're a true friend! Remember this photo from elementary school?,conv-47_session_13_D13:20;conv-47_session_17_D17:27;conv-47_session_1_D1:37;conv-47_session_1_D1:25;conv-47_session_6_D6:1;conv-47_session_8_D8:6;conv-47_session_28_D28:9;conv-47_session_15_D15:2;conv-47_session_22_D22:11;conv-47_session_19_D19:11,"Sure, John! || Nice pic, James! Who are they? || Agreed, James! || It will be great to work with you, James. || Hey James! Long time no see! I have great news! Last Tuesday I met three cool new friends in my programming course, they share the same passion as me and it's cool to grow my social circle. Have you had any fun surprises lately? || Thanks, James! I've learned a lot and it's been an interesting journey so far. Progress is slow and there have been some hiccups along the way. || That's great, John! Sounds like the seminar went well. What did you learn from it? || Wow, that's cool, James! Seeing them bonding and having a great time is so sweet. Do you have a picture of them together? || Wow, John! Cool seeing others learn with your help. What kind of programs are they making? || Thanks James! What's new with you?",pending,,
Type1_Retrieval_miss,BM25,conv-42_qa_99,4,What are Joanna's plans for her finished screenplay in January 2022?,submit it to film festivals and get producers and directors to check it out,No plans mentioned.,Type1_Retrieval_miss,keyword_or_lexical_miss_candidate,,conv-42_session_2_D2:7,"Woohoo, Nate! I'm feeling a rollercoaster of emotions - relief, excitement, some anxiety - over finishing this project. Now I'm gonna submit it to some film festivals and (hopefully) get producers and directors to check it out. Here's hoping!",conv-42_session_2_D2:3;conv-42_session_2_D2:6;conv-42_session_19_D19:16;conv-42_session_22_D22:4;conv-42_session_14_D14:18;conv-42_session_12_D12:2;conv-42_session_14_D14:19;conv-42_session_27_D27:28;conv-42_session_4_D4:19;conv-42_session_11_D11:16,"Woo! I finally finished my first full screenplay and printed it last Friday. I've been working on for a while, such a relief to have it all done! || Wow, that's amazing! How do you feel now that it's finished? Do you have any new plans for it? || That's a great one! Let me know what you think when your finished! || Thanks Joanna! Yeah, I saved some but I'm not sure what to do with it - I'm completely content already. I don't have big plans anyway, so it's nice to have the extra cash on hand. || Thanks, I just like helping people. Do you have any plans for the weekend? || Hey Nate! Just finished something - pretty wild journey! || Yep, I'm hiking with some buddies this weekend. We're checking out a new trail with a rad waterfall. Can't wait! Do you have any fun plans? || Great to hear! I just finished with the intro to my next movie script, and I decided to include this at the begining. || Crossing my fingers for you! Hope your screenplay finds a fan and is given its due. Good luck! || Hey, we should go together sometime, don't you think? Maybe I'll start to think of a drama myself and publish my own screenplay.",pending,,
Type1_Retrieval_miss,RRF_compact,conv-49_qa_145,4,What did Evan offer to share with Sam after talking about healthy snacks?,the recipes for cookies,Some of these new healthy snacks.,Type1_Retrieval_miss,dual_branch_retrieval_miss,all_gold_memories_have_empty_ERK,conv-49_session_22_D22:12,"Exactly! They’re packed with nutrients and really easy to make. You also need to try these cookies, they are awesome! I’ll send you the recipes.",conv-49_session_22_D22:17;conv-49_session_22_D22:10;conv-49_session_13_D13:2;conv-49_session_11_D11:1;conv-49_session_22_D22:1;conv-49_session_10_D10:4;conv-49_session_8_D8:1;conv-49_session_22_D22:13;conv-49_session_4_D4:9;conv-49_session_8_D8:6,"Awesome! Always on the lookout for healthy snacks, thanks for the tip! || For sure, and nature has been a great healer. Speaking of which, I’ve got to share some of these new healthy snacks I’ve been trying. || Hey Evan! It's been a rough week - I gave in and bought some unhealthy snacks. I feel kinda guilty. How's it going for you? That painting is awesome! Did you paint it? || Hey Evan, long time no see! I've started eating healthier - what's new with you? Picked up any new hobbies? || Hey Evan! I’m really getting into this healthier lifestyle—just took my friends on an epic hiking trip last Friday! || Hey Evan, thanks for the support! Handling all this has been kinda wild. I'm trying to make healthier choices, but there are still the occasional cravings for sugary drinks and snacks... it's a real struggle. || Hey Evan, some big news: I'm on a diet and living healthier! Been tough, but I'm determined. || Thanks, I’d appreciate that. It’s good to find new ways to stay healthy. Do you have any healthier snack ideas? || Sounds good, Evan. I've tried it before and it was nice. Do you have any ideas for low-calorie snacks to pair with it? And what's the novel? || Wow, Sam, that's great to hear! Feeling more energized after meals is such a positive change. Keep up the good work! And speaking of healthy meals, do you have any favorite recipes you'd like to share?",pending,,
Type1_Retrieval_miss,BM25,conv-42_qa_105,4,"What flavor of ice cream did Nate make for his friend on 25 February, 2022?",chocolate and vanilla swirl,Coconut milk ice cream,Type1_Retrieval_miss,keyword_or_lexical_miss_candidate,all_gold_memories_have_empty_ERK,conv-42_session_4_D4:3,I whipped up some chocolate and vanilla swirl.,conv-42_session_4_D4:1;conv-42_session_4_D4:2;conv-42_session_29_D29:13;conv-42_session_21_D21:6;conv-42_session_4_D4:4;conv-42_session_16_D16:8;conv-42_session_8_D8:19;conv-42_session_26_D26:9;conv-42_session_28_D28:1;conv-42_session_29_D29:10,"Hey Joanna! Sorry I haven't been around. I made my friend some ice cream and they loved it! || No worries, Nate! Glad to hear it. What flavor did you make? || Definitely, Nate! That ice cream looks mouthwatering. Thanks so much for offering! || Coconut milk ice cream is at the top of my list. It's so smooth and creamy with a tropical coconut twist. Plus, it's dairy-free for people who can't have lactose or who want vegan options. Here's a snap of the ice cream I made. || That looks delicious! Unfortunately, I can't have dairy, so no ice cream for me. Do you happen to have a dairy-free recipe that I could try? || Thanks! On another note, I made vegan ice cream last Friday and shared it with some people in my vegan diet group. It was awesome! || No prob. I made it with coconut milk, vanilla extract, sugar, and a pinch of salt. After chilling it in the fridge, I put it in the ice cream maker and froze it until it was scoopable. || Thanks, Nate! They make me think of strength and perseverance. They help motivate me in tough times - glad you find that inspiring! || Hey Joanna, what a wild week! My game tournament got pushed back, so I tried out some cooking. Look at this homemade coconut ice cream! The sprinkles kinda changed the color this time around. || Yeah, turtles are like zen masters! They always remind me to slow down and appreciate the small things in life. I'm loving experimenting with flavors right now. Here are some colorful bowls of coconut milk ice cream that I made.",pending,,
Type1_Retrieval_miss,RRF_compact,conv-50_qa_29,1,What are Dave's hobbies other than fixing cars?,"take a walk, go hiking, listen to favorite albums, live concerts, photography",The context does not mention any hobbies other than fixing cars.,Type1_Retrieval_miss,dual_branch_retrieval_miss,,conv-50_session_27_D27:2;conv-50_session_5_D5:11;conv-50_session_5_D5:9;conv-50_session_8_D8:8,"Hey Calvin! That's cool that you've been networking with other artists. Nice! I've been getting into photography recently. I've seen some amazing places and taken some great shots. Would you like to see them? || If I'm having trouble coming up with ideas, I usually immerse myself in something I love, like concerts or my favorite albums. Doing that usually helps to jumpstart my inspiration. Maybe try taking a break from music and explore other things. Plus, have some fun while you're at it! || Yeah, I hear you! Driving with the wind in your hair is so calming. Taking a walk around is a great way to destress, too. Exploring, taking in the sights and sounds - it's such a peaceful experience. || Nah, haven't gone hiking recently, but it's awesome - being in nature and pushing yourself to new heights. Clears your mind and brings a sense of calm. Have you been to the mountains before? Heard they're super chill.",conv-50_session_12_D12:2;conv-50_session_7_D7:5;conv-50_session_19_D19:10;conv-50_session_7_D7:6;conv-50_session_17_D17:2;conv-50_session_17_D17:3;conv-50_session_20_D20:2;conv-50_session_22_D22:5;conv-50_session_4_D4:21;conv-50_session_4_D4:19,"Hey Calvin, I understand the stress of getting a car serviced. Fixing cars is like therapy for me. Growing up working on cars with my dad, refurbishing them gives me a sense of fulfillment. || Yeah, totally! Fixing cars really calms me down and gives me a real sense of achievement - like meditating. Do you have any hobbies that give you the same satisfaction? || Dave, it's awesome seeing people happy thanks to you! Fixing cars is such an art. You're inspiring - keep up the good work! || I'm passionate about fixing up things. It's more than just a hobby - it gives me a sense of achievement and purpose. I get a real buzz transforming something that's not working into something that runs smoothly - it's like giving it a second chance. || Hey Dave! Nice to hear from you. That's cool! I totally understand the satisfaction you get from fixing cars. It's like you're giving them new life. || Yeah, it's great fixing stuff up and seeing it turn out better. It's really rewarding and gives me a sense of purpose. Plus, it feels like I'm making a difference when I fix someone's car. || Hey Dave, sorry to hear about the car trouble. That must be disappointing after putting so much work into it. Yeah, fixing cars can be tricky. But hey, check out this pic! It's a sign of my hard work and dedication. Looking at it reminds me how far I've come. || Thanks Calvin! I've spent a lot of time and effort on it. It's not just a hobby, it's a passion. It's like therapy, a way to get away from everyday stress. When I was little I'd spend hours in my dad's garage, tinkering with engines - it was like my own sanctuary. Now I'm lucky enough to do this as a job, to take something broken and make it into something awesome. || Definitely, working on cars is what I'm passionate about. Doing it every day is so rewarding! Seeing the transformation is awesome and knowing I'm helping people keep their cars in good condition is really satisfying. || Thanks, Calvin! I work on all kinds of cars at the shop - from regular maintenance to full restorations of classic cars. It keeps me busy and happy!",pending,,
Type1_Retrieval_miss,Dense+GlobalKG,conv-49_qa_124,4,What does Evan mention about his progress at the gym to Sam?,gaining strength,Not mentioned.,Type1_Retrieval_miss,embedding_mismatch_candidate,,conv-49_session_14_D14:8,"Definitely, Sam! Hiking is an awesome way to bond with nature and push ourselves. It's gonna be a cool memory for us both. It's great to see progress, was just at the gym yesterday. Gaining strength!",conv-49_session_4_D4:3;conv-49_session_12_D12:7;conv-49_session_16_D16:5;conv-49_session_3_D3:13;conv-49_session_8_D8:4;conv-49_session_9_D9:1;conv-49_session_12_D12:6;conv-49_session_8_D8:1;conv-49_session_16_D16:3;conv-49_session_12_D12:13,"Thanks for the support, Evan. I'm working on my health and getting active! || Thanks, Evan. I appreciate your support. It really means a lot to me. I'll definitely keep you posted on my progress. || Thanks, Evan! It feels great to see progress. Being a coach will hopefully keep me motivated and help others stay committed too. It's a big challenge, but I'm ready for it! || Yes, Sam! I'm here for you. Let's rock our workouts and reach our goals! Exercise clears the mind - it's amazing! || Nice work, Sam! Proud of you sticking to it. Have you noticed any positive changes? || Hey Evan! Exciting news: I started a new diet and exercise routine last Monday and it's made a huge difference. I feel great! What about you, what changes have you made recently? || No problem, Sam. Can't wait to hear about your progress. Keep up the hard work! || Hey Evan, some big news: I'm on a diet and living healthier! Been tough, but I'm determined. || Thanks, Evan! Appreciate your support. It's been a journey, and being chosen as a coach is a great step in my quest for better health. || Thanks Evan! Your words gave me a boost. I'm staying motivated and believing in myself.",pending,,
Type2_Ranking_error,ZScore-RawERK,conv-48_qa_104,4,What activity did Jolene and her partner plan to do together instead of resuming yoga?,play the console,A camping trip to connect with nature and practice yoga.,Type2_Ranking_error,fusion_or_ranking_error,,conv-48_session_3_D3:11,Well... we planned to play the console with my partner.,conv-48_session_26_D26:4;conv-48_session_3_D3:10;conv-48_session_19_D19:14;conv-48_session_22_D22:16;conv-48_session_16_D16:10;conv-48_session_8_D8:4;conv-48_session_7_D7:3;conv-48_session_30_D30:4;conv-48_session_15_D15:12;conv-48_session_23_D23:1,"My partner and I plan a camping trip to connect with nature and practice yoga. || Have you ever thought about resuming yoga? || What other activities do you both enjoy doing together? || I've been into yoga and meditation lately. It helps me recharge. Doing different poses relieves tension and calms my mind. I've already shared my newfound love for yoga with my partner, and we're planning to go on a meditation retreat together to enhance our practice together. || I'm trying to prioritize self-care, like yoga and meditation. It helps me stay balanced and grounded. || I've been trying to squeeze in some me-time. Last Friday, I did yoga and meditation to relax. Did you find time for yourself too? || They seriously saved me. I chill out and gain perspective when I do yoga. Afterward, I'm more alert and motivated. Here is my last photo. || Thanks! We had an awesome yoga retreat. The place was so peaceful and the view during yoga was amazing - the sunrise lit up the whole sky with bright colors. It was so beautiful, it made us feel so alive and grateful. || Sounds like a great way to relax. What do your workshops and events involve? || Hey Deborah, how's it going? Guess what? Yesterday my partner and I got back from an awesome trip to Rio de Janeiro- we checked out some cool yoga classes.",pending,,
Type2_Ranking_error,ZScore-RawERK,conv-50_qa_134,4,What is the toughest part of car restoration according to Dave?,Paying extra attention to detail,It's quite a challenge!,Type2_Ranking_error,fusion_or_ranking_error,all_gold_memories_have_empty_ERK,conv-50_session_25_D25:19,"It takes a lot of patience, but the payoff is worth it. Paying extra attention to detail isn't easy, but it pays off.",conv-50_session_25_D25:18;conv-50_session_12_D12:4;conv-50_session_14_D14:1;conv-50_session_4_D4:21;conv-50_session_25_D25:17;conv-50_session_12_D12:2;conv-50_session_22_D22:6;conv-50_session_21_D21:6;conv-50_session_14_D14:11;conv-50_session_4_D4:7,"Cool! Been wanting to try that. What would you say is the toughest part of car restoration? || Yeah, definitely! I have fond memories of working on cars with my dad as a kid. We spent one summer restoring an old car. It was hard work, but seeing the end result and knowing that we did it together was really satisfying. || Hey Cal, how's it going? Something cool happened since last we talked - I got to go to a car workshop in San Francisco! So cool to dive into the world of car restoration and see all the different techniques. People were really passionate and dedicated - truly inspiring! || Definitely, working on cars is what I'm passionate about. Doing it every day is so rewarding! Seeing the transformation is awesome and knowing I'm helping people keep their cars in good condition is really satisfying. || Thanks Calvin! It was a fun project. I restored a car last year, but I sold it to a collector. Now I'm working on something new, and it's quite a challenge! Take a look at this wonderful car! || Hey Calvin, I understand the stress of getting a car serviced. Fixing cars is like therapy for me. Growing up working on cars with my dad, refurbishing them gives me a sense of fulfillment. || Wow, Dave, that's amazing. Bringing broken things back to life is so satisfying. Working on cars can be a real escape from reality, and I understand that feeling. Doing what you love for a living, that's the ultimate goal, right? Keep going with it, it's really inspiring. || Hey Calvin, check out this photo! I put in a lot of work restoring it, but the result is awesome. It's so satisfying to bring an old car back to life. || Yeah, the project is going great! Here's a pic of the car I'm restoring. It's pretty cool seeing it go from a beat-up mess to a real beauty. || I'm obsessed with classic cars. They have a unique charm. I was so thrilled to restore one last year—nothing like bringing it back to life! Take a look at the engine of the restored car.",pending,,
Type2_Ranking_error,ZScore-RawERK,conv-42_qa_27,1,What places has Joanna submitted her work to?,"film contest, film festival.",Not specified in the context.,Type2_Ranking_error,fusion_or_ranking_error,,conv-42_session_16_D16:1;conv-42_session_2_D2:7,"Hey Nate, long time no see! How have you been? I just got done submitting my recent screenplay to a film contest just to see how others might like it! || Woohoo, Nate! I'm feeling a rollercoaster of emotions - relief, excitement, some anxiety - over finishing this project. Now I'm gonna submit it to some film festivals and (hopefully) get producers and directors to check it out. Here's hoping!",conv-42_session_27_D27:12;conv-42_session_12_D12:12;conv-42_session_12_D12:10;conv-42_session_2_D2:25;conv-42_session_11_D11:13;conv-42_session_19_D19:6;conv-42_session_9_D9:1;conv-42_session_2_D2:3;conv-42_session_27_D27:6;conv-42_session_14_D14:5,"Yep! I actually just submitted a few more last week! Hoping to hear back from them soon, though I assume a few will be rejected. || Yeah. It's so nice to have friends who understand and appreciate my work - it's priceless being able to talk about it together and receive feedback. Here's a look at what I've been working on – it's been quite a journey, but I made it! || Writing and creative projects are what get me through tough times. I'm also grateful for my supportive friends. || Writing and hanging with friends! That way I can express myself through stories, or just have a good time with people. || I always feel like I could write a whole movie when I'm out there in cool places like that! || I'm good! Was super nervous last week when I shared my book with my writers group but got some great feedback. My hard work is paying off, it's such an awesome feeling! || Hey Nate! Long time no talk! I wanted to tell ya I just joined a writers group. It's unbelievable--such inspirational people who really get my writing. I'm feeling so motivated and supported, it's like I finally belong somewhere! || Woo! I finally finished my first full screenplay and printed it last Friday. I've been working on for a while, such a relief to have it all done! || I am writing another movie script! It's a love story with lots of challenges. I've put lots of hard work into it and I'm hoping to get it on the big screen. || They just sent me a generic rejection letter without much feedback. It's disheartening not knowing why it didn't work out.",pending,,
