qa_id,category,question,gold_memory_ids,retrieved_memory_ids,hit1,hit5,hit10,rr
conv-48_qa_100,4,"What project did Jolene finish last week before 23 January, 2023?",D1:2,D22:22;D25:6;D14:13;D1:1;D4:12;D22:11;D30:14;D13:8;D26:11;D16:20,0,0,0,0.0
conv-48_qa_101,4,When did Jolene buy her pet snake?,D2:24,D15:17;D22:22;D23:9;D7:15;D2:22;D24:1;D2:21;D2:19;D1:14;D8:10,0,0,0,0.0
conv-48_qa_102,4,"What project was Jolene working on as of 1 February, 2023?",D3:1,D25:6;D14:13;D22:11;D3:2;D21:6;D28:12;D26:11;D31:3;D1:2;D17:10,0,0,0,0.0
conv-48_qa_103,4,Where did Deborah meet her new neighbor Anna?,D3:6,D3:4;D1:1;D3:5;D22:22;D5:2;D21:1;D4:16;D11:11;D13:25;D4:40,0,0,0,0.0
conv-48_qa_104,4,What activity did Jolene and her partner plan to do together instead of resuming yoga?,D3:11,D3:10;D26:4;D2:10;D22:22;D7:4;D2:26;D4:16;D14:19;D3:11;D22:11,0,0,1,0.1111111111111111
conv-48_qa_105,4,"What milestone did Jolene achieve recently on 4 February, 2023?",D4:3,D22:22;D12:10;D13:4;D4:22;D22:11;D17:14;D26:11;D1:15;D13:3;D15:16,0,0,0,0.0
conv-48_qa_106,4,"What is Jolene's favorite book which she mentioned on 4 February, 2023?",D4:21,D27:19;D4:20;D26:10;D6:9;D2:17;D25:5;D27:25;D27:20;D22:11;D18:8,0,0,0,0.0
conv-48_qa_107,4,What does Deborah bring with her whenever she comes to reflect on her mom?,D4:36,D4:35;D19:20;D19:11;D13:25;D14:16;D16:4;D1:4;D14:12;D28:6;D2:16,0,0,0,0.0
conv-48_qa_108,4,"What new outlook did Jolene gain after her mini retreat on 9 February, 2023?",D5:3,D5:1;D22:22;D17:16;D5:2;D27:4;D25:9;D14:14;D27:8;D17:1;D30:9,0,0,0,0.0
conv-48_qa_109,4,"What cool stuff did Jolene accomplish at the retreat on 9 February, 2023?",D5:5,D5:4;D22:22;D11:14;D27:4;D27:15;D13:14;D16:1;D28:7;D18:7;D25:3,0,0,0,0.0
conv-48_qa_110,4,"What idea did Jolene have to help underprivileged kids learn about STEM subjects on 9 February, 2023?",D5:7,D5:7;D22:22;D17:9;D28:7;D16:4;D31:2;D13:18;D26:7;D24:7;D3:4,1,1,1,1.0
conv-48_qa_111,4,How does Jolene plan to involve local engineers in her idea of teaching STEM to underprivileged kids?,D5:9,D5:7;D15:12;D5:9;D16:4;D9:6;D13:18;D19:15;D19:9;D17:12;D13:21,0,1,1,0.3333333333333333
conv-48_qa_112,4,What gave Deborah peace in the garden she visited?,D6:4,D19:23;D16:4;D19:16;D6:14;D6:4;D28:6;D19:24;D13:25;D5:1;D6:2,0,1,1,0.2
conv-48_qa_113,4,Why did Deborah spend time in the garden?,D6:4,D31:21;D8:23;D6:4;D24:9;D22:22;D7:7;D24:8;D25:13;D17:29;D2:20,0,1,1,0.3333333333333333
conv-48_qa_114,4,How did Jolene and her partner initially meet?,D7:9,D3:5;D22:22;D7:8;D1:1;D3:11;D22:11;D26:11;D1:15;D30:2;D26:14,0,0,0,0.0
conv-48_qa_115,4,What activity does Deborah incorporate into her daily routine after going for a morning jog in the park?,D7:18,D7:18;D7:17;D9:17;D10:9;D4:16;D4:16;D15:27;D15:1;D14:30;D28:11,1,1,1,1.0
conv-48_qa_116,4,"According to Jolene, what does exercise help her to feel?",D7:20,D14:5;D7:20;D7:4;D8:5;D22:11;D14:16;D16:16;D13:2;D28:14;D17:18,0,1,1,0.5
conv-48_qa_117,4,"What did Deb share a photo of, which brought a smile to Jolene's face?",D8:22,D25:14;D22:22;D15:16;D8:23;D23:20;D11:24;D31:4;D25:14;D20:25;D11:25,0,0,0,0.0
conv-48_qa_118,4,What is one of Jolene's favorite dishes?,D8:2,D8:2;D25:5;D27:25;D22:11;D8:1;D10:21;D2:17;D25:6;D4:31;D2:25,1,1,1,1.0
conv-48_qa_119,4,What picture did Jolene share related to feeling overwhelmed?,D8:16,D13:27;D2:7;D22:22;D8:16;D16:4;D1:17;D25:3;D14:16;D24:11;D10:5,0,1,1,0.25
conv-48_qa_120,4,What did Jolene and Deb discuss as a helpful strategy for studying and time management?,D8:19,D8:18;D18:3;D9:14;D22:22;D8:19;D10:4;D13:20;D20:25;D25:19;D21:10,0,1,1,0.2
conv-48_qa_121,4,"What did Jolene ask Deb to help with on 13 March, 2023?",D9:14,D22:22;D13:8;D20:25;D1:1;D16:7;D25:19;D21:10;D2:32;D27:11;D22:11,0,0,0,0.0
conv-48_qa_122,4,What method does Deb suggest Jolene to try for organizing tasks based on importance and urgency?,D10:13,D10:13;D16:11;D10:9;D10:7;D20:25;D18:5;D18:3;D25:19;D21:10;D10:10,1,1,1,1.0
conv-48_qa_123,4,What did Jolene and Anna discuss while watching the sunset by the sea?,D10:17,D10:17;D25:10;D22:22;D3:14;D4:33;D8:1;D15:1;D3:4;D2:15;D4:16,1,1,1,1.0
conv-48_qa_124,4,How does Jolene plan to pursue her dream of learning to surf?,D10:20,D23:19;D10:18;D6:15;D3:30;D6:9;D22:11;D14:16;D5:8;D4:11;D23:11,0,0,0,0.0
conv-48_qa_125,4,What did Deborah buy to enhance her yoga practice besides the props?,D11:4,D11:6;D2:10;D28:19;D11:4;D22:22;D23:9;D22:16;D7:4;D11:11;D11:2,0,1,1,0.25
conv-48_qa_126,4,What type of music does Deborah find helpful during her yoga practice?,D11:8,D15:18;D2:10;D11:4;D7:4;D11:6;D13:20;D9:11;D11:11;D15:20;D8:19,0,0,0,0.0
conv-48_qa_127,4,Who are the musicians mentioned by Jolene that she enjoys listening to during her yoga practice?,D11:9,D2:10;D11:4;D11:6;D9:13;D7:4;D29:8;D28:39;D26:4;D14:23;D30:16,0,0,0,0.0
conv-48_qa_128,4,What album does Deborah recommend for meditation and deep relaxation?,D11:10,D11:10;D7:12;D3:16;D4:13;D14:9;D15:22;D17:1;D13:24;D13:25;D14:16,1,1,1,1.0
conv-48_qa_129,4,"Which show did Deborah go to with a friend on 9 April, 2023?",D12:1,D22:22;D13:25;D1:15;D6:21;D9:4;D14:12;D12:2;D28:20;D29:2;D28:7,0,0,0,0.0
conv-48_qa_130,4,What does Deborah find comforting about going to art shows?,D12:3,D4:16;D12:3;D16:8;D20:42;D16:6;D10:7;D12:2;D2:2;D13:25;D14:16,0,1,1,0.5
conv-48_qa_131,4,How does Jolene describe the time spent with her snakes and partner?,D12:6,D19:21;D12:6;D2:20;D7:4;D15:30;D9:15;D30:2;D22:18;D3:11;D9:17,0,1,1,0.5
conv-48_qa_132,4,What does Jolene enjoy doing with her partner after a long day?,D12:6,D19:14;D12:6;D31:18;D12:29;D1:10;D1:16;D14:16;D10:6;D19:21;D1:3,0,1,1,0.5
conv-48_qa_133,4,What is Jolene currently doing in June 2023?,D13:5,D22:11;D25:11;D14:21;D10:1;D25:6;D22:10;D2:25;D9:15;D28:14;D13:16,0,0,0,0.0
conv-48_qa_134,4,For how long has Jolene had Seraphim as a pet?,D14:6,D28:25;D7:15;D8:8;D2:22;D9:1;D15:17;D2:21;D2:19;D1:14;D14:4,0,0,0,0.0
conv-48_qa_135,4,How does Jolene feel when spending time with Seraphim?,D14:6,D29:11;D22:11;D2:18;D31:20;D4:15;D19:4;D14:6;D19:15;D19:3;D6:4,0,0,1,0.14285714285714285
conv-48_qa_136,4,Which new yoga pose did Deborah share a photo of?,D14:15,D14:15;D20:18;D28:14;D23:2;D18:16;D2:10;D22:22;D14:3;D23:20;D15:16,1,1,1,1.0
conv-48_qa_137,4,What group activity did Deborah start with Anna?,D15:1,D22:22;D15:1;D4:15;D4:16;D14:19;D4:16;D15:4;D8:13;D13:25;D15:25,0,1,1,0.5
conv-48_qa_138,4,What made being part of the running group easy for Deborah to stay motivated?,D15:3,D15:1;D8:5;D13:17;D15:2;D21:18;D13:21;D12:12;D13:22;D13:13;D13:16,0,0,0,0.0
conv-48_qa_139,4,Why did Jolene decide to get a snake as a pet?,D15:18,D15:17;D7:19;D22:22;D5:16;D7:15;D6:15;D2:22;D8:13;D15:2;D2:21,0,0,0,0.0
conv-48_qa_140,4,What is the favorite game Jolene plays with her partner?,D15:10,D19:12;D27:22;D23:16;D24:9;D19:7;D15:9;D10:4;D17:17;D23:4;D19:8,0,0,0,0.0
conv-48_qa_141,4,What activity does Deborah do with her cats?,D15:27,D25:24;D15:25;D4:16;D14:19;D13:25;D14:16;D10:14;D22:27;D1:4;D14:12,0,0,0,0.0
conv-48_qa_142,4,How does Jolene describe the feeling of finding her snake snuggled under the bed after it got out?,D15:20,D15:22;D17:15;D6:19;D15:20;D15:17;D10:6;D19:29;D10:8;D8:10;D22:11,0,1,1,0.25
conv-48_qa_143,4,Why does Deborah take her cats out for a run in the park every day?,D15:27,D15:27;D14:22;D23:32;D9:20;D14:30;D25:24;D1:17;D3:14;D15:25;D12:7,1,1,1,1.0
conv-48_qa_144,4,"How did Jolene come to have her pet, Susie?",D16:6,D22:22;D28:26;D28:28;D7:15;D16:5;D28:25;D2:20;D15:17;D30:5;D2:21,0,0,0,0.0
conv-48_qa_145,4,What activities have been helping Jolene stay distracted during tough times?,D16:4,D12:7;D4:4;D9:10;D6:2;D16:17;D11:2;D2:5;D12:10;D14:13;D16:3,0,0,0,0.0
conv-48_qa_146,4,What kind of yoga routine does Deborah recommend to Jolene?,D16:15,D10:4;D2:10;D7:4;D7:17;D11:11;D3:16;D9:17;D28:14;D25:4;D14:9,0,0,0,0.0
conv-48_qa_147,4,What did Jolene design inspired by their love for space and engines?,D17:6,D17:6;D22:22;D9:3;D16:15;D21:18;D1:14;D5:7;D22:10;D22:11;D13:10,1,1,1,1.0
conv-48_qa_148,4,What journal has Jolene been using to help track tasks and stay organized?,D18:3,D10:3;D13:11;D18:3;D8:19;D19:5;D22:8;D10:7;D12:10;D28:37;D18:5,0,1,1,0.3333333333333333
conv-48_qa_149,4,What game did Jolene recommend for being calming and cute?,D19:8,D22:22;D19:8;D28:11;D3:16;D6:2;D1:8;D14:9;D10:9;D13:22;D17:21,0,1,1,0.5
conv-48_qa_150,4,What game did Jolene suggest as an awesome open-world game for the Nintendo Switch?,D19:8,D19:8;D24:10;D28:11;D22:22;D28:24;D27:3;D16:11;D25:14;D24:5;D28:6,1,1,1,1.0
conv-48_qa_151,4,What did Deborah and her husband use to play to bond and make memories?,D19:11,D23:27;D19:11;D15:14;D22:22;D3:30;D3:14;D2:5;D8:33;D7:12;D24:7,0,1,1,0.5
conv-48_qa_152,4,What is special about the bench at the park near Deborah's house?,D19:18,D19:17;D1:7;D5:8;D19:18;D31:7;D14:30;D23:4;D29:17;D3:6;D29:7,0,1,1,0.25
conv-48_qa_153,4,What did Deborah and her mom chat about at their special bench in the park?,D19:19,D19:17;D1:7;D22:22;D19:18;D19:19;D29:6;D19:20;D14:30;D28:6;D1:18,0,1,1,0.2
conv-48_qa_154,4,What feeling does Deborah get when she thinks about the time spent with her mom at their special spot?,D19:21,D19:21;D16:17;D19:20;D1:4;D29:6;D2:16;D28:3;D23:4;D28:5;D2:13,1,1,1,1.0
conv-48_qa_155,4,What habits does Jolene practice to feel balanced?,D20:12,D20:11;D25:5;D30:16;D8:5;D6:8;D28:19;D22:11;D13:6;D14:16;D13:2,0,0,0,0.0
conv-48_qa_156,4,Which yoga pose is Jolene a fan of for rest and calmness?,D20:19,D20:18;D14:15;D28:14;D18:16;D2:10;D23:2;D25:10;D14:3;D7:4;D20:19,0,0,1,0.1
conv-48_qa_157,4,How long has Jolene been doing yoga?,D20:21,D20:20;D2:10;D13:16;D30:6;D7:4;D24:5;D9:1;D7:1;D22:11;D26:1,0,0,0,0.0
conv-48_qa_158,4,What did Jolene participate in recently that provided her with a rewarding experience?,D21:6,D22:22;D6:3;D10:13;D20:7;D8:20;D22:11;D17:14;D26:11;D1:15;D9:4,0,0,0,0.0
conv-48_qa_159,4,How did Jolene feel after receiving positive feedback at the virtual conference?,D21:8,D21:6;D21:7;D22:22;D2:9;D4:11;D18:5;D21:8;D27:19;D11:5;D7:6,0,0,1,0.14285714285714285
conv-48_qa_160,4,What kind of event did Jolene present at recently?,D21:6,D22:22;D6:4;D8:20;D6:2;D3:13;D22:11;D17:14;D30:3;D26:11;D1:15,0,0,0,0.0
conv-48_qa_161,4,"What did Jolene's mom stress the value of, which she wants to keep in mind for her engineering projects?",D22:6,D22:6;D7:10;D22:22;D2:6;D17:7;D26:11;D6:9;D28:6;D22:1;D1:8,1,1,1,1.0
conv-48_qa_162,4,What type of projects is Jolene interested in getting involved in the future?,D22:8,D22:9;D12:3;D20:4;D29:29;D3:2;D15:18;D3:6;D9:10;D22:8;D9:11,0,0,1,0.1111111111111111
conv-48_qa_163,4,"How did Deborah get Luna, one of her cats?",D22:25,D31:22;D31:23;D22:28;D22:22;D22:24;D22:25;D22:19;D25:24;D15:25;D13:25,0,0,1,0.16666666666666666
conv-48_qa_164,4,How old is Max?,D22:27,D22:27;D22:28;D22:29;D22:21;D14:18;D12:3;D1:3;D14:26;D14:22;D2:29,1,1,1,1.0
conv-48_qa_165,4,"What type of classes did Jolene and her partner check out during their trip to Rio de Janeiro on 30 August, 2023?",D23:1,D23:1;D23:15;D23:18;D22:22;D28:13;D25:16;D15:18;D8:15;D9:11;D15:20,1,1,1,1.0
conv-48_qa_166,4,What type of place does Jolene visit to meditate?,D23:9,D23:9;D15:18;D9:11;D23:8;D15:20;D8:19;D16:22;D6:3;D6:2;D1:12,1,1,1,1.0
conv-48_qa_167,4,"What was the new plant Jolene got used as a reminder for on 30 August, 2023?",D23:29,D23:27;D17:15;D17:15;D20:10;D20:6;D24:6;D22:11;D2:7;D20:14;D2:14,0,0,0,0.0
conv-48_qa_168,4,"Why did Jolene get the new plant on 30 August, 2023?",D23:29,D23:27;D22:22;D20:10;D22:11;D5:2;D26:11;D1:15;D4:2;D9:4;D23:30,0,0,0,0.0
conv-48_qa_169,4,What has Jolene been focusing on lately besides studying?,D24:2,D12:4;D24:2;D4:2;D25:11;D8:18;D22:11;D21:8;D20:21;D30:9;D15:15,0,1,1,0.5
conv-48_qa_170,4,How did Deborah's mom support her yoga practice when she first started?,D24:5,D2:10;D11:4;D22:22;D11:6;D7:4;D19:20;D11:11;D28:6;D26:4;D13:16,0,0,0,0.0
conv-48_qa_171,4,What was the video game console that Jolene's parents got her at age 10?,D24:6,D24:6;D20:1;D24:11;D1:3;D17:15;D1:3;D6:7;D23:20;D3:11;D24:8,1,1,1,1.0
conv-48_qa_172,4,What was one of Jolene's favorite games to play with her mom on the nintendo wii game system?,D24:10,D24:9;D24:8;D27:25;D19:7;D19:12;D28:24;D24:7;D19:13;D8:33;D15:9,0,0,0,0.0
conv-48_qa_173,4,What course did Jolene sign up for on 6 September 2023?,D25:1,D22:22;D16:17;D7:8;D1:4;D15:16;D13:9;D21:17;D16:14;D6:21;D6:17,0,0,0,0.0
conv-48_qa_174,4,"Why did Jolene have to reschedule their meeting with Deborah on September 8, 2023?",D26:15,D22:22;D27:13;D13:25;D22:11;D26:11;D1:15;D8:10;D9:4;D21:14;D14:12,0,0,0,0.0
conv-48_qa_175,4,Where did Jolene and her partner travel for a few weeks in September 2023?,D27:1,D22:22;D2:19;D3:11;D22:11;D26:7;D26:11;D1:15;D10:1;D30:2;D27:1,0,0,1,0.1
conv-48_qa_176,4,What was the main focus of the session that stood out to Jolene during the retreat?,D27:5,D27:4;D8:10;D7:8;D14:14;D11:9;D27:5;D17:1;D1:11;D17:25;D22:11,0,0,1,0.16666666666666666
conv-48_qa_177,4,How did Jolene feel about her progress in practicing mindfulness and gratitude?,D27:9,D27:8;D22:22;D15:22;D18:10;D18:12;D11:5;D24:11;D15:24;D8:20;D30:5,0,0,0,0.0
conv-48_qa_178,4,What positive change did Jolene experience during the retreat?,D27:1,D22:22;D7:15;D12:4;D27:4;D8:6;D22:2;D15:9;D14:14;D12:3;D8:20,0,0,0,0.0
conv-48_qa_179,4,What did Jolene recently play that she described to Deb?,D27:12,D22:22;D20:25;D8:33;D24:7;D2:27;D25:19;D21:10;D2:32;D27:11;D22:11,0,0,0,0.0
conv-48_qa_180,4,What did Deborah do with their mom's old friends?,D28:7,D28:1;D14:22;D29:6;D22:22;D28:6;D19:20;D22:28;D4:34;D9:2;D2:13,0,0,0,0.0
conv-48_qa_181,4,Where did Deborah get married?,D28:11,D22:22;D7:6;D3:15;D21:2;D21:4;D13:25;D1:15;D28:11;D9:4;D14:12,0,0,1,0.125
conv-48_qa_182,4,What does yoga on the beach provide for Deborah?,D28:15,D6:11;D2:10;D7:4;D11:11;D28:14;D21:3;D13:25;D14:16;D16:10;D23:1,0,0,0,0.0
conv-48_qa_183,4,How does Jolene describe their home room?,D28:22,D28:23;D15:6;D28:29;D22:11;D14:16;D16:14;D23:25;D31:13;D23:27;D1:4,0,0,0,0.0
conv-48_qa_184,4,"What new activity did Deborah and her neighbor organize for the community on 16 September, 2023?",D29:1,D22:22;D11:5;D10:11;D18:8;D4:16;D14:19;D29:1;D11:11;D3:4;D13:25,0,0,1,0.14285714285714285
conv-48_qa_185,4,What was Deborah's mom passionate about?,D29:7,D19:20;D15:4;D13:25;D14:12;D28:6;D29:2;D23:4;D1:17;D11:11;D16:10,0,0,0,0.0
conv-48_qa_186,4,What food did Deborah's mom make for her on birthdays?,D29:9,D22:22;D19:20;D28:6;D21:15;D12:2;D13:25;D1:15;D6:10;D23:19;D9:4,0,0,0,0.0
conv-48_qa_187,4,What kind of cookies did Jolene used to bake with someone close to her?,D29:12,D29:12;D22:22;D29:11;D4:9;D25:20;D4:39;D24:4;D3:13;D29:9;D20:6,1,1,1,1.0
conv-48_qa_188,4,What outdoor activity did Jolene suggest doing together with Deborah?,D29:27,D22:22;D16:11;D7:5;D11:16;D4:16;D14:19;D10:10;D9:12;D13:25;D22:11,0,0,0,0.0
conv-48_qa_189,4,"What activity did Deborah enjoy at the music festival with their pals on September 20, 2023?",D30:1,D30:1;D22:22;D2:8;D23:5;D28:24;D15:4;D16:13;D23:9;D1:25;D3:23,1,1,1,1.0
conv-48_qa_190,4,What did Deborah find freeing at the music festival?,D30:1,D30:1;D22:22;D2:8;D23:5;D24:11;D15:4;D23:9;D1:25;D13:25;D15:7,1,1,1,1.0
conv-48_qa_191,5,What are the names of Deborah's snakes?,D2:20;D2:22,D1:6;D2:20;D1:13;D7:17;D15:30;D22:18;D1:7;D13:25;D3:9;D22:17,0,1,1,0.5
conv-48_qa_192,5,What are Deborah's favorite books?,D4:21;D4:23,D4:6;D19:20;D25:5;D7:10;D27:25;D6:9;D13:25;D27:16;D20:23;D14:12,0,0,0,0.0
conv-48_qa_193,5,Where did Deborah get her dogs?,D22:23;D22:25,D22:22;D31:13;D13:25;D1:15;D1:12;D9:4;D14:12;D12:2;D29:2;D28:7,0,0,0,0.0
conv-48_qa_194,5,How old are Jolene's cats?,D22:27;D22:29,D22:27;D22:28;D25:24;D15:25;D22:29;D22:11;D22:19;D1:3;D25:6;D2:25,1,1,1,1.0
conv-48_qa_195,5,When did Deborah's parents give her first console?,D24:6,D22:22;D3:11;D2:5;D24:9;D28:23;D20:1;D21:1;D13:25;D1:15;D24:6,0,0,1,0.1
conv-48_qa_196,5,When did Jolene release her pet snake?,D2:24,D15:17;D22:22;D7:15;D2:22;D18:2;D31:6;D2:21;D2:19;D1:14;D8:10,0,0,0,0.0
conv-48_qa_197,5,Where did Jolene meet her new friend Anna?,D3:6,D1:1;D3:5;D22:22;D5:2;D7:8;D28:23;D15:1;D1:1;D3:4;D21:1,0,0,0,0.0
conv-48_qa_198,5,"What is Deborah's favorite book which she mentioned on 4 February, 2023?",D4:21,D27:19;D19:20;D4:20;D26:10;D6:9;D25:5;D27:25;D27:20;D13:25;D4:21,0,0,1,0.1
conv-48_qa_199,5,"What cool stuff did Deborah accomplish at the retreat on 9 February, 2023?",D5:5,D5:4;D22:22;D11:14;D27:4;D27:15;D13:14;D16:1;D28:7;D5:1;D18:7,0,0,0,0.0
conv-48_qa_200,5,How does Deborah plan to involve local engineers in her idea of teaching STEM to underprivileged kids?,D5:9,D5:7;D15:12;D5:9;D16:4;D9:6;D13:18;D19:15;D19:9;D17:12;D13:21,0,1,1,0.3333333333333333
conv-48_qa_201,5,What gave Deborah anxiety in the garden she visited?,D6:4,D19:23;D16:4;D6:14;D28:6;D19:24;D13:25;D19:16;D6:4;D5:1;D6:2,0,0,1,0.125
conv-48_qa_202,5,Why did Jolene spend time in the garden?,D6:4,D31:21;D8:23;D6:4;D24:9;D22:22;D7:7;D24:8;D25:13;D17:29;D2:20,0,1,1,0.3333333333333333
conv-48_qa_203,5,How did Jolene and her rival initially meet?,D7:9,D3:5;D22:22;D7:8;D1:1;D23:3;D22:11;D26:11;D1:15;D26:14;D1:1,0,0,0,0.0
conv-48_qa_204,5,What activity does Jolene incorporate into her daily routine after going for a morning jog in the park?,D7:18,D7:18;D7:17;D9:17;D10:9;D4:16;D4:16;D15:27;D15:1;D14:30;D28:11,1,1,1,1.0
conv-48_qa_205,5,What method does Jolene suggest Deborah to try for organizing tasks based on importance and urgency?,D10:13,D10:13;D16:11;D10:9;D10:7;D13:25;D18:5;D10:10;D28:13;D20:17;D7:5,1,1,1,1.0
conv-48_qa_206,5,How does Jolene plan to pursue her dream of climbing mountains?,D10:20,D23:19;D6:15;D20:37;D8:2;D8:3;D6:9;D20:40;D22:11;D14:16;D5:8,0,0,0,0.0
conv-48_qa_207,5,Who are the authors mentioned by Jolene that she enjoys reading during her yoga practice?,D11:9,D2:10;D11:4;D11:6;D16:8;D7:4;D26:4;D14:23;D30:16;D14:7;D28:19,0,0,0,0.0
conv-48_qa_208,5,"Which show did Jolene go to with a friend on 9 April, 2023?",D12:1,D22:22;D22:11;D26:11;D1:15;D6:21;D9:4;D28:20;D7:8;D28:7;D25:6,0,0,0,0.0
conv-48_qa_209,5,What does Deborah find comforting about going to horror movie screenings?,D12:3,D4:16;D20:42;D3:19;D10:7;D2:2;D13:25;D14:16;D25:12;D28:2;D1:4,0,0,0,0.0
conv-48_qa_210,5,How does Deborah describe the time spent with her snakes and partner?,D12:6,D19:21;D12:6;D2:20;D7:4;D15:30;D23:1;D30:2;D22:18;D3:11;D7:1,0,1,1,0.5
conv-48_qa_211,5,For how long has Jolene had Lucifer as a pet?,D14:6,D7:15;D9:1;D15:17;D2:21;D2:19;D1:14;D22:11;D1:1;D2:11;D18:20,0,0,0,0.0
conv-48_qa_212,5,How does Deborah feel when spending time with Seraphim?,D14:6,D29:11;D22:11;D2:18;D31:20;D4:15;D19:4;D14:6;D19:15;D19:3;D6:4,0,0,1,0.14285714285714285
conv-48_qa_213,5,What made being part of the running group easy for Jolene to stay motivated?,D15:3,D15:1;D8:5;D13:17;D15:2;D21:18;D13:21;D12:12;D13:22;D13:13;D13:16,0,0,0,0.0
conv-48_qa_214,5,Why did Jolene decide to get a tarantula as a pet?,D15:18,D7:19;D22:22;D5:16;D15:17;D7:15;D6:15;D8:13;D15:2;D2:21;D2:19,0,0,0,0.0
conv-48_qa_215,5,"How did Deborah come to have her pet, Susie?",D16:6,D22:22;D28:26;D28:28;D7:15;D16:5;D28:25;D2:20;D30:5;D2:21;D2:19,0,0,0,0.0
conv-48_qa_216,5,What did Deborah design inspired by their love for space and engines?,D17:6,D17:6;D22:22;D9:3;D16:15;D21:18;D1:14;D5:7;D22:10;D13:25;D13:10,1,1,1,1.0
conv-48_qa_217,5,What journal has Deborah been using to help track tasks and stay organized?,D18:3,D10:3;D13:11;D18:3;D8:19;D19:5;D22:8;D10:7;D12:10;D28:37;D18:5,0,1,1,0.3333333333333333
conv-48_qa_218,5,What game did Jolene recommend to Deborah for being thrilling and intense?,D19:8,D22:22;D24:3;D24:5;D28:11;D3:16;D23:6;D23:7;D14:9;D17:6;D6:7,0,0,0,0.0
conv-48_qa_219,5,What game did Deborah suggest as an awesome open-world game for the Nintendo Switch?,D19:8,D19:8;D24:10;D28:11;D22:22;D28:24;D27:3;D16:11;D25:14;D24:5;D28:6,1,1,1,1.0
conv-48_qa_220,5,What is special about the bench at the park near Jolene's house?,D19:18,D19:17;D1:7;D5:8;D19:18;D31:7;D29:7;D14:30;D23:8;D23:4;D29:5,0,1,1,0.25
conv-48_qa_221,5,What did Jolene and her mom chat about at their special bench in the park?,D19:19,D19:17;D1:7;D22:22;D19:18;D19:19;D29:6;D20:2;D14:30;D29:7;D23:8,0,1,1,0.2
conv-48_qa_222,5,How did Deborah feel after receiving positive feedback at the virtual conference?,D21:8,D21:6;D21:7;D22:22;D2:9;D4:11;D18:5;D21:8;D27:19;D11:5;D7:6,0,0,1,0.14285714285714285
conv-48_qa_223,5,What kind of event did Deborah present at recently?,D21:6,D22:22;D6:4;D8:20;D6:2;D3:13;D13:25;D17:14;D30:3;D1:15;D30:22,0,0,0,0.0
conv-48_qa_224,5,"What did Deborah's mom stress the value of, which she wants to keep in mind for her engineering projects?",D22:6,D22:6;D7:10;D22:22;D2:6;D17:7;D19:20;D6:9;D28:6;D1:8;D28:31,1,1,1,1.0
conv-48_qa_225,5,What type of projects is Deborah interested in getting involved in the future?,D22:8,D22:9;D12:3;D20:4;D29:29;D3:2;D29:2;D15:18;D3:6;D9:10;D22:8,0,0,1,0.1
conv-48_qa_226,5,"How did Jolene get Luna, one of her cats?",D22:25,D31:22;D31:23;D22:28;D22:22;D22:24;D22:25;D22:19;D25:24;D15:25;D22:11,0,0,1,0.16666666666666666
conv-48_qa_227,5,"What type of classes did Deborah and her partner check out during their trip to Rio de Janeiro on 30 August, 2023?",D23:1,D23:1;D23:15;D23:18;D22:22;D28:13;D25:16;D15:18;D8:15;D9:11;D15:20,1,1,1,1.0
conv-48_qa_228,5,"Why did Deborah get the new plant on 30 August, 2023?",D23:29,D23:27;D22:22;D20:10;D11:11;D13:25;D1:15;D9:4;D5:1;D14:12;D12:2,0,0,0,0.0
conv-48_qa_229,5,How did Jolene's mom support her yoga practice when she first started?,D24:5,D2:10;D11:4;D22:22;D11:6;D7:4;D28:6;D26:4;D22:1;D13:16;D30:16,0,0,0,0.0
conv-48_qa_230,5,What was the video game console that Deborah's parents got her at age 10?,D24:6,D24:6;D20:1;D24:11;D1:3;D17:15;D1:3;D6:7;D23:20;D3:11;D24:8,1,1,1,1.0
conv-48_qa_231,5,What was one of Deborah's favorite games to play with her mom on the PlayStation game system?,D24:10,D24:9;D19:20;D24:8;D19:7;D19:12;D24:7;D19:13;D8:33;D15:9;D2:29,0,0,0,0.0
conv-48_qa_232,5,Where did Deborah and her partner travel for a few weeks in September 2023?,D27:1,D22:22;D2:19;D23:1;D3:11;D13:25;D26:7;D1:15;D10:1;D30:2;D27:1,0,0,1,0.1
conv-48_qa_233,5,What did Jolene do with their mom's old friends?,D28:7,D28:1;D14:22;D29:6;D22:22;D28:6;D4:34;D22:28;D9:2;D22:1;D2:13,0,0,0,0.0
conv-48_qa_234,5,Where did Jolene get married?,D28:11,D22:22;D7:6;D3:15;D21:2;D21:4;D22:11;D26:11;D1:15;D28:11;D9:4,0,0,1,0.1111111111111111
conv-48_qa_235,5,"What new activity did Jolene and her neighbor organize for the community on 16 September, 2023?",D29:1,D22:22;D29:1;D3:4;D11:5;D10:11;D18:8;D4:16;D14:19;D12:1;D22:11,0,1,1,0.5
conv-48_qa_236,5,What food did Jolene's mom make for her on holidays?,D29:9,D22:22;D8:25;D28:6;D8:26;D22:1;D22:11;D26:11;D1:15;D29:7;D6:10,0,0,0,0.0
conv-48_qa_237,5,What kind of cookies did Deborah used to bake with someone close to her?,D29:12,D29:12;D22:22;D29:11;D4:9;D25:20;D4:39;D24:4;D3:13;D29:9;D20:6,1,1,1,1.0
