query_id,question,category,conversation_id,gold_memory_ids,split
conv-48_qa_151,What did Deborah and her husband use to play to bond and make memories?,4,conv-48,conv-48_session_19_D19:11,dev
conv-48_qa_152,What is special about the bench at the park near Deborah's house?,4,conv-48,conv-48_session_19_D19:18,dev
conv-48_qa_153,What did Deborah and her mom chat about at their special bench in the park?,4,conv-48,conv-48_session_19_D19:19,dev
conv-48_qa_154,What feeling does Deborah get when she thinks about the time spent with her mom at their special spot?,4,conv-48,conv-48_session_19_D19:21,dev
conv-48_qa_155,What habits does Jolene practice to feel balanced?,4,conv-48,conv-48_session_20_D20:12,dev
conv-48_qa_156,Which yoga pose is Jolene a fan of for rest and calmness?,4,conv-48,conv-48_session_20_D20:19,dev
conv-48_qa_157,How long has Jolene been doing yoga?,4,conv-48,conv-48_session_20_D20:21,dev
conv-48_qa_158,What did Jolene participate in recently that provided her with a rewarding experience?,4,conv-48,conv-48_session_21_D21:6,dev
conv-48_qa_159,How did Jolene feel after receiving positive feedback at the virtual conference?,4,conv-48,conv-48_session_21_D21:8,dev
conv-48_qa_160,What kind of event did Jolene present at recently?,4,conv-48,conv-48_session_21_D21:6,dev
conv-48_qa_161,"What did Jolene's mom stress the value of, which she wants to keep in mind for her engineering projects?",4,conv-48,conv-48_session_22_D22:6,dev
conv-48_qa_162,What type of projects is Jolene interested in getting involved in the future?,4,conv-48,conv-48_session_22_D22:8,dev
conv-48_qa_163,"How did Deborah get Luna, one of her cats?",4,conv-48,conv-48_session_22_D22:25,dev
conv-48_qa_164,How old is Max?,4,conv-48,conv-48_session_22_D22:27,dev
conv-48_qa_165,"What type of classes did Jolene and her partner check out during their trip to Rio de Janeiro on 30 August, 2023?",4,conv-48,conv-48_session_23_D23:1,dev
conv-48_qa_166,What type of place does Jolene visit to meditate?,4,conv-48,conv-48_session_23_D23:9,dev
conv-48_qa_167,"What was the new plant Jolene got used as a reminder for on 30 August, 2023?",4,conv-48,conv-48_session_23_D23:29,dev
conv-48_qa_168,"Why did Jolene get the new plant on 30 August, 2023?",4,conv-48,conv-48_session_23_D23:29,dev
conv-48_qa_169,What has Jolene been focusing on lately besides studying?,4,conv-48,conv-48_session_24_D24:2,dev
conv-48_qa_170,How did Deborah's mom support her yoga practice when she first started?,4,conv-48,conv-48_session_24_D24:5,dev
conv-48_qa_171,What was the video game console that Jolene's parents got her at age 10?,4,conv-48,conv-48_session_24_D24:6,dev
conv-48_qa_172,What was one of Jolene's favorite games to play with her mom on the nintendo wii game system?,4,conv-48,conv-48_session_24_D24:10,dev
conv-48_qa_173,What course did Jolene sign up for on 6 September 2023?,4,conv-48,conv-48_session_25_D25:1,dev
conv-48_qa_174,"Why did Jolene have to reschedule their meeting with Deborah on September 8, 2023?",4,conv-48,conv-48_session_26_D26:15,dev
conv-48_qa_175,Where did Jolene and her partner travel for a few weeks in September 2023?,4,conv-48,conv-48_session_27_D27:1,dev
conv-48_qa_176,What was the main focus of the session that stood out to Jolene during the retreat?,4,conv-48,conv-48_session_27_D27:5,dev
conv-48_qa_177,How did Jolene feel about her progress in practicing mindfulness and gratitude?,4,conv-48,conv-48_session_27_D27:9,dev
conv-48_qa_178,What positive change did Jolene experience during the retreat?,4,conv-48,conv-48_session_27_D27:1,dev
conv-48_qa_179,What did Jolene recently play that she described to Deb?,4,conv-48,conv-48_session_27_D27:12,dev
conv-48_qa_180,What did Deborah do with their mom's old friends?,4,conv-48,conv-48_session_28_D28:7,dev
conv-48_qa_181,Where did Deborah get married?,4,conv-48,conv-48_session_28_D28:11,dev
conv-48_qa_182,What does yoga on the beach provide for Deborah?,4,conv-48,conv-48_session_28_D28:15,dev
conv-48_qa_183,How does Jolene describe their home room?,4,conv-48,conv-48_session_28_D28:22,dev
conv-48_qa_184,"What new activity did Deborah and her neighbor organize for the community on 16 September, 2023?",4,conv-48,conv-48_session_29_D29:1,dev
conv-48_qa_185,What was Deborah's mom passionate about?,4,conv-48,conv-48_session_29_D29:7,dev
conv-48_qa_186,What food did Deborah's mom make for her on birthdays?,4,conv-48,conv-48_session_29_D29:9,dev
conv-48_qa_187,What kind of cookies did Jolene used to bake with someone close to her?,4,conv-48,conv-48_session_29_D29:12,dev
conv-48_qa_188,What outdoor activity did Jolene suggest doing together with Deborah?,4,conv-48,conv-48_session_29_D29:27,dev
conv-48_qa_189,"What activity did Deborah enjoy at the music festival with their pals on September 20, 2023?",4,conv-48,conv-48_session_30_D30:1,dev
conv-48_qa_190,What did Deborah find freeing at the music festival?,4,conv-48,conv-48_session_30_D30:1,dev
conv-49_qa_0,What kind of car does Evan drive?,1,conv-49,conv-49_session_1_D1:2;conv-49_session_1_D1:4;conv-49_session_18_D18:1;conv-49_session_18_D18:3;conv-49_session_22_D22:2,test
conv-49_qa_1,What kinds of things did Evan have broken?,1,conv-49,conv-49_session_18_D18:1;conv-49_session_18_D18:2;conv-49_session_18_D18:3;conv-49_session_1_D1:2;conv-49_session_1_D1:4,test
conv-49_qa_2,Where has Evan been on roadtrips with his family?,1,conv-49,conv-49_session_1_D1:2;conv-49_session_1_D1:4;conv-49_session_2_D2:1,test
conv-49_qa_3,How many Prius has Evan owned?,1,conv-49,conv-49_session_1_D1:2;conv-49_session_1_D1:4,test
conv-49_qa_4,Which hobby did Sam take up in May 2023?,2,conv-49,conv-49_session_1_D1:11,test
conv-49_qa_5,Which country was Evan visiting in May 2023?,3,conv-49,conv-49_session_2_D2:1,test
conv-49_qa_6,How many roadtrips did Evan take in May 2023?,1,conv-49,conv-49_session_1_D1:4;conv-49_session_2_D2:1,test
conv-49_qa_7,What new hobbies did Sam consider trying?,1,conv-49,conv-49_session_1_D1:11;conv-49_session_2_D2:10;conv-49_session_10_D10:8;conv-49_session_13_D13:6;conv-49_session_13_D13:8;conv-49_session_20_D20:6;conv-49_session_7_D7:2;conv-49_session_7_D7:4;conv-49_session_7_D7:6;conv-49_session_21_D21:19,test
conv-49_qa_8,What hobby did Evan start practicing a few years ago that he enjoys?,1,conv-49,conv-49_session_1_D1:14;conv-49_session_1_D1:16;conv-49_session_8_D8:13;conv-49_session_8_D8:14,test
conv-49_qa_9,When did Evan go to Jasper with his family?,2,conv-49,conv-49_session_2_D2:1,test
conv-49_qa_10,"Which type of vacation would Evan prefer with his family, walking tours in metropolitan cities or camping trip in the outdoors?",3,conv-49,conv-49_session_2_D2:1;conv-49_session_2_D2:3;conv-49_session_19_D19:1;conv-49_session_19_D19:3,test
conv-49_qa_11,What health issue did Sam face that motivated him to change his lifestyle?,1,conv-49,conv-49_session_2_D2:6;conv-49_session_3_D3:4;conv-49_session_24_D24:12;conv-49_session_24_D24:14;conv-49_session_5_D5:5;conv-49_session_6_D6:2;conv-49_session_7_D7:2;conv-49_session_7_D7:12;conv-49_session_8_D8:1;conv-49_session_10_D10:6;conv-49_session_12_D12:1;conv-49_session_13_D13:2;conv-49_session_14_D14:1;conv-49_session_15_D15:1;conv-49_session_16_D16:3;conv-49_session_17_D17:3;conv-49_session_24_D24:20;conv-49_session_25_D25:1;conv-49_session_25_D25:3,test
conv-49_qa_12,When did Sam first go to the doctor and find out he had a weight problem?,2,conv-49,conv-49_session_2_D2:6,test
conv-49_qa_13,When did Evan have his sudden heart palpitation incident that really shocked him up?,2,conv-49,conv-49_session_3_D3:1,test
conv-49_qa_14,What is Evan's favorite food?,1,conv-49,conv-49_session_3_D3:3;conv-49_session_5_D5:5;conv-49_session_23_D23:15;conv-49_session_22_D22:12,test
conv-49_qa_15,What kind of unhealthy snacks does Sam enjoy eating?,1,conv-49,conv-49_session_3_D3:4,test
conv-49_qa_16,What recurring issue frustrates Sam at the grocery store?,1,conv-49,conv-49_session_3_D3:16;conv-49_session_22_D22:19,test
conv-49_qa_17,When did Sam's friends mock him for being overweight?,2,conv-49,conv-49_session_4_D4:1,test
conv-49_qa_18,What kind of healthy food suggestions has Evan given to Sam?,1,conv-49,conv-49_session_3_D3:5;conv-49_session_4_D4:10;conv-49_session_22_D22:10;conv-49_session_22_D22:14;conv-49_session_24_D24:15,test
conv-49_qa_19,"Considering their conversations and personal growth, what advice might Evan and Sam give to someone facing a major life transition or challenge?",3,conv-49,conv-49_session_3_D3:10;conv-49_session_3_D3:15;conv-49_session_22_D22:1;conv-49_session_8_D8:17;conv-49_session_8_D8:22;conv-49_session_9_D9:8;conv-49_session_9_D9:11;conv-49_session_14_D14:7;conv-49_session_14_D14:12;conv-49_session_12_D12:7;conv-49_session_12_D12:11,test
conv-49_qa_20,"In light of the health and dietary changes discussed, what would be an appropriate gift for both Evan and Sam to encourage their healthy lifestyles?",3,conv-49,conv-49_session_2_D2:9;conv-49_session_3_D3:1;conv-49_session_3_D3:3;conv-49_session_3_D3:5;conv-49_session_4_D4:10;conv-49_session_14_D14:12;conv-49_session_5_D5:9;conv-49_session_7_D7:3;conv-49_session_7_D7:2;conv-49_session_7_D7:5;conv-49_session_7_D7:12;conv-49_session_8_D8:1;conv-49_session_8_D8:5;conv-49_session_8_D8:7;conv-49_session_8_D8:8;conv-49_session_8_D8:12;conv-49_session_9_D9:1,test
conv-49_qa_21,How does Evan describe the woman and his feelings for her that he met in Canada?,1,conv-49,conv-49_session_5_D5:1;conv-49_session_5_D5:3;conv-49_session_23_D23:3,test
conv-49_qa_22,When Evan did meet his future wife?,2,conv-49,conv-49_session_5_D5:1,test
conv-49_qa_23,When did Sam start working out at the gym?,2,conv-49,conv-49_session_4_D4:15,test
conv-49_qa_24,What significant event happened in Sam's life towards the end of summer 2023?,2,conv-49,conv-49_session_5_D5:1,test
conv-49_qa_25,Which year did Evan start taking care of his health seriously?,2,conv-49,conv-49_session_5_D5:6;conv-49_session_5_D5:7,test
conv-49_qa_26,What motivates Evan to take care of his health?,1,conv-49,conv-49_session_5_D5:9;conv-49_session_5_D5:11;conv-49_session_5_D5:13,test
conv-49_qa_27,What electronic device could Evan gift Sam to help him keep up with his fitness goals?,3,conv-49,conv-49_session_5_D5:7,test
conv-49_qa_28,What kind of writing does Sam do to relax and cope with his health issues?,1,conv-49,conv-49_session_6_D6:4;conv-49_session_11_D11:7,test
conv-49_qa_29,"Who did Evan meet on his trip to Canada, and who did he come back from Canada with?",1,conv-49,conv-49_session_5_D5:1;conv-49_session_6_D6:1,test
conv-49_qa_30,When Evan get back from a vacation with his SO?,2,conv-49,conv-49_session_6_D6:1,test
conv-49_qa_31,How might Evan and Sam's experiences with health and lifestyle changes influence their approach to stress and challenges?,3,conv-49,conv-49_unknown_D9:1 D4:4 D4:6,test
conv-49_qa_32,What recurring frustration does Evan experience?,1,conv-49,conv-49_session_6_D6:13;conv-49_session_21_D21:20,test
conv-49_qa_33,What is the recurring dream that Sam keeps having?,1,conv-49,conv-49_session_6_D6:14;conv-49_session_24_D24:22,test
conv-49_qa_34,What accidents has Evan's son faced lately?,1,conv-49,conv-49_session_7_D7:1;conv-49_session_20_D20:3,test
conv-49_qa_35,When was Evan's son injured at soccer?,2,conv-49,conv-49_session_7_D7:1,test
conv-49_qa_36,What kind of foods or recipes has Sam recommended to Evan?,1,conv-49,conv-49_session_7_D7:8;conv-49_session_8_D8:7;conv-49_session_23_D23:26,test
conv-49_qa_37,What kind of healthy meals did Sam start eating after getting a health scare?,1,conv-49,conv-49_session_3_D3:2;conv-49_session_8_D8:1;conv-49_session_7_D7:4;conv-49_session_8_D8:7;conv-49_session_10_D10:2;conv-49_session_11_D11:1;conv-49_session_18_D18:6,test
conv-49_qa_38,What role does nature and the outdoors play in Evan and Sam's mental well-being?,3,conv-49,conv-49_unknown_D22:1 D22:2 D9:10 D9:11,test
conv-49_qa_39,How many months lapsed between Sam's first and second doctor's appointment?,2,conv-49,conv-49_session_2_D2:6;conv-49_session_7_D7:2,test
conv-49_qa_40,When did Evan start taking painting classes?,2,conv-49,conv-49_session_8_D8:12,test
conv-49_qa_41,Which classes did Evan join in mid-August 2023?,2,conv-49,conv-49_session_8_D8:12,test
conv-49_qa_42,How did Evan get into painting?,1,conv-49,conv-49_session_1_D1:14;conv-49_session_1_D1:15;conv-49_session_1_D1:16;conv-49_session_8_D8:14,test
conv-49_qa_43,How often does Sam get health checkups?,3,conv-49,conv-49_session_2_D2:6;conv-49_session_7_D7:2;conv-49_session_12_D12:1,test
conv-49_qa_44,What kind of subjects does Evan enjoy painting?,1,conv-49,conv-49_session_8_D8:20;conv-49_session_20_D20:13;conv-49_session_20_D20:15;conv-49_session_21_D21:10;conv-49_session_21_D21:14,test
conv-49_qa_45,Which places in Canada was Evan visiting in July 2023?,2,conv-49,conv-49_session_8_D8:27;conv-49_session_9_D9:8;conv-49_session_9_D9:10,test
conv-49_qa_46,How do Evan and Sam use creative outlets to cope with life's challenges?,3,conv-49,conv-49_unknown_D21:18 D21:22 D11:15 D11:19,test
conv-49_qa_47,When did Evan go skiing in Banff?,2,conv-49,conv-49_session_8_D8:26;conv-49_session_8_D8:27;conv-49_session_8_D8:28,test
conv-49_qa_48,What new diet and lifestyle change did Sam adopt over time?,1,conv-49,conv-49_session_8_D8:1;conv-49_session_9_D9:1;conv-49_session_21_D21:9;conv-49_session_22_D22:1,test
conv-49_qa_49,Who was injured in Evan's family?,1,conv-49,conv-49_session_7_D7:1;conv-49_session_7_D7:9;conv-49_session_7_D7:10;conv-49_session_9_D9:2;conv-49_session_11_D11:2;conv-49_session_11_D11:3,test
conv-49_qa_50,What kind of hobbies does Evan pursue?,1,conv-49,conv-49_session_1_D1:14;conv-49_session_1_D1:6;conv-49_session_4_D4:8;conv-49_session_6_D6:1;conv-49_session_8_D8:30;conv-49_session_9_D9:6;conv-49_session_25_D25:8;conv-49_session_25_D25:10,test
conv-49_qa_51,"What challenges does Sam face in his quest for a healthier lifestyle, and how does he address them?",3,conv-49,conv-49_session_4_D4:2;conv-49_session_4_D4:6;conv-49_session_14_D14:1;conv-49_session_14_D14:2,test
conv-49_qa_52,Which activity do Evan and Sam plan on doing together during September 2023?,2,conv-49,conv-49_session_10_D10:12;conv-49_session_10_D10:13;conv-49_session_10_D10:14,test
conv-49_qa_53,When did Evan and Sam decide to paint together?,2,conv-49,conv-49_session_10_D10:12;conv-49_session_10_D10:13;conv-49_session_10_D10:14,test
conv-49_qa_54,What personal health incidents does Evan face in 2023?,1,conv-49,conv-49_session_3_D3:1;conv-49_session_9_D9:2;conv-49_session_11_D11:2,test
conv-49_qa_55,What recurring adventure does Evan have with strangers?,1,conv-49,conv-49_session_11_D11:6;conv-49_session_14_D14:2,test
conv-49_qa_56,What is Sam's persistent problem with his phone?,1,conv-49,conv-49_session_11_D11:15;conv-49_session_14_D14:1,test
conv-49_qa_57,Which US state was Sam travelling in during October 2023?,3,conv-49,conv-49_session_13_D13:14,test
conv-49_qa_58,When did Evan start lifting weights?,2,conv-49,conv-49_session_12_D12:2,test
conv-49_qa_59,When did Sam and his friend decide to try kayaking?,2,conv-49,conv-49_session_13_D13:10,test
conv-49_qa_60,Which new activity does Sam take up in October 2023?,2,conv-49,conv-49_session_13_D13:8,test
conv-49_qa_61,What kind of stress was Sam dealing with in October 2023?,2,conv-49,conv-49_session_13_D13:4,test
conv-49_qa_62,What health scares did Sam and Evan experience?,1,conv-49,conv-49_session_3_D3:1;conv-49_session_14_D14:1;conv-49_session_14_D14:2;conv-49_session_17_D17:2,test
conv-49_qa_63,When was Sam in the ER?,2,conv-49,conv-49_session_14_D14:1,test
conv-49_qa_64,Which ailment does Sam have to face due to his weight?,1,conv-49,conv-49_session_2_D2:6;conv-49_session_7_D7:2;conv-49_session_12_D12:1;conv-49_session_14_D14:1,test
conv-49_qa_65,Does Evan live close to a beach or mountains?,3,conv-49,conv-49_session_16_D16:16;conv-49_session_16_D16:18;conv-49_session_16_D16:20,test
conv-49_qa_66,When did Evan lose his job?,2,conv-49,conv-49_session_16_D16:10,test
conv-49_qa_67,When did Evan and Sam planned a trip to the beach together?,2,conv-49,conv-49_session_16_D16:24,test
conv-49_qa_68,"What was Sam doing on December 4, 2023?",2,conv-49,conv-49_session_18_D18:6,test
conv-49_qa_69,Which two significant life events occur in Evan's life in December 2023 with his partner?,1,conv-49,conv-49_session_19_D19:1;conv-49_session_21_D21:2,test
conv-49_qa_70,How long did Evan and his partner date before getting married?,2,conv-49,conv-49_session_5_D5:1;conv-49_session_21_D21:1,test
conv-49_qa_71,Which major holiday season conincides with Evan's wedding?,3,conv-49,conv-49_session_21_D21:2,test
conv-49_qa_72,Which activity did Sam resume in December 2023 after a long time?,1,conv-49,conv-49_session_20_D20:6;conv-49_session_22_D22:1,test
conv-49_qa_73,When is Evan planning a big family reunion?,2,conv-49,conv-49_session_19_D19:11,test
conv-49_qa_74,When did Evan's son fall off his bike?,2,conv-49,conv-49_session_20_D20:3,test
conv-49_qa_75,When did Evan announce his marriage to his extended family?,2,conv-49,conv-49_session_23_D23:1,test
conv-49_qa_76,When did Evan finish the painting that's hanging in the exhibit?,2,conv-49,conv-49_session_20_D20:13;conv-49_session_20_D20:15,test
conv-49_qa_77,How does Evan spend his time with his bride after the wedding?,1,conv-49,conv-49_session_23_D23:15;conv-49_session_23_D23:23;conv-49_session_23_D23:25;conv-49_session_24_D24:9,test
conv-49_qa_78,Who did Evan tell about his marriage?,1,conv-49,conv-49_session_21_D21:2;conv-49_session_22_D22:4;conv-49_session_22_D22:5;conv-49_session_23_D23:1;conv-49_session_23_D23:5,test
conv-49_qa_79,When will Evan and his partner have their honeymoon in Canada?,2,conv-49,conv-49_session_23_D23:23,test
conv-49_qa_80,When did Evan have a drunken night with his friends?,2,conv-49,conv-49_session_24_D24:3,test
conv-49_qa_81,What is a stress reliever for Evan?,1,conv-49,conv-49_session_1_D1:14;conv-49_session_2_D2:10;conv-49_session_2_D2:11;conv-49_session_2_D2:14;conv-49_session_8_D8:18;conv-49_session_10_D10:8;conv-49_session_11_D11:8;conv-49_session_16_D16:23;conv-49_session_18_D18:7;conv-49_session_24_D24:19;conv-49_session_24_D24:21,test
conv-49_qa_82,What is a stress reliever for Sam?,1,conv-49,conv-49_session_10_D10:6;conv-49_session_13_D13:2;conv-49_session_13_D13:4;conv-49_session_16_D16:17;conv-49_session_16_D16:23;conv-49_session_18_D18:8,test
conv-49_qa_83,What type of car did Evan get after his old Prius broke down?,4,conv-49,conv-49_session_1_D1:2,test
conv-49_qa_84,How did Evan get into watercolor painting?,4,conv-49,conv-49_session_1_D1:16,test
conv-49_qa_85,What did Evan start doing a few years back as a stress-buster?,4,conv-49,conv-49_session_1_D1:14,test
conv-49_qa_86,What advice did Evan give Sam about finding a passion?,4,conv-49,conv-49_session_1_D1:18,test
conv-49_qa_87,"Where did Evan take his family for a road trip on 24 May, 2023?",4,conv-49,conv-49_session_2_D2:1,test
conv-49_qa_88,What did Evan find relaxing about his road trip to Jasper?,4,conv-49,conv-49_session_2_D2:3,test
conv-49_qa_89,What habit is Sam trying to change in terms of diet?,4,conv-49,conv-49_session_3_D3:4,test
conv-49_qa_90,What new suggestion did Evan give to Sam regarding his soda and candy consumption?,4,conv-49,conv-49_session_3_D3:5,test
conv-49_qa_91,What did Sam agree to try instead of soda and candy?,4,conv-49,conv-49_session_3_D3:6,test
conv-49_qa_92,What frustrating issue did Sam face at the supermarket?,4,conv-49,conv-49_session_3_D3:16,test
conv-49_qa_93,What novel is Evan reading that he finds gripping?,4,conv-49,conv-49_session_4_D4:10,test
conv-49_qa_94,What kind of water does Evan suggest Sam try as an alternative to soda?,4,conv-49,conv-49_session_4_D4:8,test
conv-49_qa_95,What does the smartwatch help Evan with?,4,conv-49,conv-49_session_5_D5:9,test
conv-49_qa_96,What does the bonsai tree symbolize for Evan?,4,conv-49,conv-49_session_5_D5:17,test
conv-49_qa_97,Why did Evan decide to get the bonsai tree?,4,conv-49,conv-49_session_5_D5:17,test
conv-49_qa_98,"According to Sam, what is more important than perfection?",4,conv-49,conv-49_session_6_D6:6,test
conv-49_qa_99,What did Evan suggest Sam to check out for insights into his dream?,4,conv-49,conv-49_session_6_D6:15,test
conv-49_qa_100,What did Evan mention he had been searching for fruitlessly for half an hour?,4,conv-49,conv-49_session_6_D6:13,test
conv-49_qa_101,What class is Sam taking to learn how to make healthier meals?,4,conv-49,conv-49_session_7_D7:2,test
conv-49_qa_102,"What dish did Sam make on 18 August, 2023 that turned out flavorful?",4,conv-49,conv-49_session_7_D7:4,test
conv-49_qa_103,"What kind of recipe did Evan request from Sam on 19 August, 2023?",4,conv-49,conv-49_session_7_D7:7,test
conv-49_qa_104,"What food did Sam share a photo of on 19 August, 2023?",4,conv-49,conv-49_session_8_D8:1,test
conv-49_qa_105,What type of painting classes did Evan start taking in 2023?,4,conv-49,conv-49_session_8_D8:12,test
conv-49_qa_106,What did Evan start painting years ago due to being inspired by a friend's gift?,4,conv-49,conv-49_session_8_D8:14,test
conv-49_qa_107,What nature concept do watercolor painting classes emphasize according to Evan?,4,conv-49,conv-49_session_8_D8:18,test
conv-49_qa_108,What type of landscapes does Evan love painting the most?,4,conv-49,conv-49_session_8_D8:20,test
conv-49_qa_109,What fun activity did Evan mention doing in July 2023?,4,conv-49,conv-49_session_8_D8:26,test
conv-49_qa_110,What injury did Evan suffer from in August 2023?,4,conv-49,conv-49_session_9_D9:2,test
conv-49_qa_111,What sports activity has Evan been doing to stay active while dealing with the knee injury?,4,conv-49,conv-49_session_9_D9:6,test
conv-49_qa_112,What suggestion did Sam give to Evan to help with his knee issue?,4,conv-49,conv-49_session_9_D9:5,test
conv-49_qa_113,What did Evan suggest Sam try as a calming hobby?,4,conv-49,conv-49_session_10_D10:8,test
conv-49_qa_114,What did Evan recommend Sam acquire to get started with painting?,4,conv-49,conv-49_session_10_D10:11,test
conv-49_qa_115,What activity does Evan do to keep himself busy while healing his knee?,4,conv-49,conv-49_session_11_D11:6,test
conv-49_qa_116,What painting did Evan share with Sam in October?,4,conv-49,conv-49_session_11_D11:8,test
conv-49_qa_117,What kind of writing does Sam enjoy as a form of expression?,4,conv-49,conv-49_session_11_D11:17,test
conv-49_qa_118,What electronics issue has been frustrating Sam lately?,4,conv-49,conv-49_session_11_D11:15,test
conv-49_qa_119,What activity did Evan start one year ago?,4,conv-49,conv-49_session_12_D12:2,test
conv-49_qa_120,What advice did Evan give to Sam to avoid injuries while starting weightlifting?,4,conv-49,conv-49_session_12_D12:4,test
conv-49_qa_121,Where did Sam and his mate plan to try kayaking?,4,conv-49,conv-49_session_13_D13:14,test
conv-49_qa_122,What digestive issue did Sam experience lately?,4,conv-49,conv-49_session_14_D14:1,test
conv-49_qa_123,What adventurous theme is emerging in Evan's life as mentioned by Sam?,4,conv-49,conv-49_session_14_D14:2,test
conv-49_qa_124,What does Evan mention about his progress at the gym to Sam?,4,conv-49,conv-49_session_14_D14:8,test
conv-49_qa_125,How did Evan start his transformation journey two years ago?,4,conv-49,conv-49_session_15_D15:8,test
conv-49_qa_126,What gift did Evan receive from a close friend?,4,conv-49,conv-49_session_16_D16:10,test
conv-49_qa_127,Why had Evan been going through a tough time lately?,4,conv-49,conv-49_session_16_D16:10,test
conv-49_qa_128,How does Evan describe the island he grew up on?,4,conv-49,conv-49_session_17_D17:18,test
conv-49_qa_129,What was the main reason for Evan's frustration with his new Prius breaking down?,4,conv-49,conv-49_session_18_D18:1,test
conv-49_qa_130,How did Sam suggest Evan view the setback with his broken Prius?,4,conv-49,conv-49_session_18_D18:5,test
conv-49_qa_131,What did Sam suggest Evan try for stress relief and flexibility?,4,conv-49,conv-49_session_18_D18:8,test
conv-49_qa_132,What did Sam offer Evan regarding yoga?,4,conv-49,conv-49_session_18_D18:10,test
conv-49_qa_133,What news did Evan share with Sam on 9th December 2023?,4,conv-49,conv-49_session_19_D19:1,test
conv-49_qa_134,What family event is Evan planning for next summer?,4,conv-49,conv-49_session_19_D19:11,test
conv-49_qa_135,What is the motto of Evan's family?,4,conv-49,conv-49_session_19_D19:7,test
conv-49_qa_136,"According to Evan, what is important for Sam to believe in concerning his weight?",4,conv-49,conv-49_session_20_D20:9,test
conv-49_qa_137,Who helped Evan get the painting published in the exhibition?,4,conv-49,conv-49_session_20_D20:17,test
conv-49_qa_138,What did Sam recently start enjoying to clear his head?,4,conv-49,conv-49_session_21_D21:9,test
conv-49_qa_139,What did Sam suggest Evan should do with his keys?,4,conv-49,conv-49_session_21_D21:21,test
conv-49_qa_140,How did Evan feel when he painted the piece with the bird flying over it?,4,conv-49,conv-49_session_21_D21:16,test
conv-49_qa_141,What did Evan suggest Sam should keep doing to find his own version of love?,4,conv-49,conv-49_session_21_D21:10,test
conv-49_qa_142,How did Evan describe the process of creating the painting with the bird flying over it?,4,conv-49,conv-49_session_21_D21:16,test
conv-49_qa_143,What did Evan want to share with his work friends?,4,conv-49,conv-49_session_22_D22:4,test
conv-49_qa_144,What did Evan share with Sam after their hiking trip?,4,conv-49,conv-49_session_22_D22:1,test
conv-49_qa_145,What did Evan offer to share with Sam after talking about healthy snacks?,4,conv-49,conv-49_session_22_D22:12,test
conv-49_qa_146,"What did Evan and his partner share with their extended family on January 5, 2024?",4,conv-49,conv-49_session_23_D23:1,test
conv-49_qa_147,What was Evan limiting himself to on his new diet?,4,conv-49,conv-49_session_23_D23:15,test
conv-49_qa_148,What sports activity did Evan and his partner try in a recent weekend?,4,conv-49,conv-49_session_24_D24:9,test
conv-49_qa_149,What advice did Evan suggest Sam seek from a doctor?,4,conv-49,conv-49_session_24_D24:11;conv-49_session_24_D24:14,test
conv-49_qa_150,What suggestions did Evan give for low-impact exercises?,4,conv-49,conv-49_session_24_D24:17,test
conv-49_qa_151,What movie did Sam watch that motivated him to keep up with his routine?,4,conv-49,conv-49_session_24_D24:18,test
conv-49_qa_152,What activity helped Evan with stress and flexibility?,4,conv-49,conv-49_session_24_D24:19,test
conv-49_qa_153,What did Evan share a photo of that was taken on a camping trip?,4,conv-49,conv-49_session_25_D25:8,test
conv-49_qa_154,Why did Evan apologize to his partner?,4,conv-49,conv-49_session_25_D25:2,test
conv-49_qa_155,How does Evan describe being out on the water while kayaking and watching the sunset?,4,conv-49,conv-49_session_25_D25:10,test
conv-50_qa_0,When did Calvin first travel to Tokyo?,2,conv-50,conv-50_session_3_D3:1,test
conv-50_qa_1,What items did Calvin buy in March 2023?,1,conv-50,conv-50_session_1_D1:3;conv-50_session_2_D2:1,test
conv-50_qa_2,When did Dave see Aerosmith perform live?,2,conv-50,conv-50_session_2_D2:10,test
conv-50_qa_3,Which bands has Dave enjoyed listening to?,1,conv-50,conv-50_session_2_D2:10;conv-50_session_23_D23:9,test
conv-50_qa_4,Which country do Calvin and Dave want to meet in?,3,conv-50,conv-50_session_3_D3:9;conv-50_session_3_D3:10,test
conv-50_qa_5,What are Dave's dreams?,1,conv-50,conv-50_session_4_D4:5;conv-50_session_4_D4:5;conv-50_session_5_D5:5,test
conv-50_qa_6,Which types of cars does Dave like the most?,1,conv-50,conv-50_session_4_D4:5;conv-50_session_1_D1:2;conv-50_session_3_D3:12;conv-50_session_4_D4:7,test
conv-50_qa_7,Does Dave's shop employ a lot of people?,3,conv-50,conv-50_session_4_D4:17,test
conv-50_qa_8,When did Dave start his car maintenance shop?,2,conv-50,conv-50_session_4_D4:1,test
conv-50_qa_9,When did a mishap occur with Calvin's musical gear and favorite mic?,2,conv-50,conv-50_session_6_D6:3,test
conv-50_qa_10,When did Calvin's place get flooded in Tokyo?,2,conv-50,conv-50_session_6_D6:3,test
conv-50_qa_11,What mishaps has Calvin run into?,1,conv-50,conv-50_session_6_D6:1;conv-50_session_9_D9:1,test
conv-50_qa_12,When was Calvin's concert in Tokyo?,2,conv-50,conv-50_session_6_D6:11;conv-50_session_7_D7:1,test
conv-50_qa_13,Would Calvin enjoy performing at the Hollywood Bowl?,3,conv-50,conv-50_session_7_D7:11,test
