qa_id,sample_id,category,question,gold_memory_ids,gold_count
conv-48_qa_130,conv-48,4,What does Deborah find comforting about going to art shows?,"[""conv-48_session_12_D12:3""]",1
conv-48_qa_131,conv-48,4,How does Jolene describe the time spent with her snakes and partner?,"[""conv-48_session_12_D12:6""]",1
conv-48_qa_132,conv-48,4,What does Jolene enjoy doing with her partner after a long day?,"[""conv-48_session_12_D12:6""]",1
conv-48_qa_133,conv-48,4,What is Jolene currently doing in June 2023?,"[""conv-48_session_13_D13:5""]",1
conv-48_qa_134,conv-48,4,For how long has Jolene had Seraphim as a pet?,"[""conv-48_session_14_D14:6""]",1
conv-48_qa_135,conv-48,4,How does Jolene feel when spending time with Seraphim?,"[""conv-48_session_14_D14:6""]",1
conv-48_qa_136,conv-48,4,Which new yoga pose did Deborah share a photo of?,"[""conv-48_session_14_D14:15""]",1
conv-48_qa_137,conv-48,4,What group activity did Deborah start with Anna?,"[""conv-48_session_15_D15:1""]",1
conv-48_qa_138,conv-48,4,What made being part of the running group easy for Deborah to stay motivated?,"[""conv-48_session_15_D15:3""]",1
conv-48_qa_139,conv-48,4,Why did Jolene decide to get a snake as a pet?,"[""conv-48_session_15_D15:18""]",1
conv-48_qa_140,conv-48,4,What is the favorite game Jolene plays with her partner?,"[""conv-48_session_15_D15:10""]",1
conv-48_qa_141,conv-48,4,What activity does Deborah do with her cats?,"[""conv-48_session_15_D15:27""]",1
conv-48_qa_142,conv-48,4,How does Jolene describe the feeling of finding her snake snuggled under the bed after it got out?,"[""conv-48_session_15_D15:20""]",1
conv-48_qa_143,conv-48,4,Why does Deborah take her cats out for a run in the park every day?,"[""conv-48_session_15_D15:27""]",1
conv-48_qa_144,conv-48,4,"How did Jolene come to have her pet, Susie?","[""conv-48_session_16_D16:6""]",1
conv-48_qa_145,conv-48,4,What activities have been helping Jolene stay distracted during tough times?,"[""conv-48_session_16_D16:4""]",1
conv-48_qa_146,conv-48,4,What kind of yoga routine does Deborah recommend to Jolene?,"[""conv-48_session_16_D16:15""]",1
conv-48_qa_147,conv-48,4,What did Jolene design inspired by their love for space and engines?,"[""conv-48_session_17_D17:6""]",1
conv-48_qa_148,conv-48,4,What journal has Jolene been using to help track tasks and stay organized?,"[""conv-48_session_18_D18:3""]",1
conv-48_qa_149,conv-48,4,What game did Jolene recommend for being calming and cute?,"[""conv-48_session_19_D19:8""]",1
conv-48_qa_150,conv-48,4,What game did Jolene suggest as an awesome open-world game for the Nintendo Switch?,"[""conv-48_session_19_D19:8""]",1
conv-48_qa_151,conv-48,4,What did Deborah and her husband use to play to bond and make memories?,"[""conv-48_session_19_D19:11""]",1
conv-48_qa_152,conv-48,4,What is special about the bench at the park near Deborah's house?,"[""conv-48_session_19_D19:18""]",1
conv-48_qa_153,conv-48,4,What did Deborah and her mom chat about at their special bench in the park?,"[""conv-48_session_19_D19:19""]",1
conv-48_qa_154,conv-48,4,What feeling does Deborah get when she thinks about the time spent with her mom at their special spot?,"[""conv-48_session_19_D19:21""]",1
conv-48_qa_155,conv-48,4,What habits does Jolene practice to feel balanced?,"[""conv-48_session_20_D20:12""]",1
conv-48_qa_156,conv-48,4,Which yoga pose is Jolene a fan of for rest and calmness?,"[""conv-48_session_20_D20:19""]",1
conv-48_qa_157,conv-48,4,How long has Jolene been doing yoga?,"[""conv-48_session_20_D20:21""]",1
conv-48_qa_158,conv-48,4,What did Jolene participate in recently that provided her with a rewarding experience?,"[""conv-48_session_21_D21:6""]",1
conv-48_qa_159,conv-48,4,How did Jolene feel after receiving positive feedback at the virtual conference?,"[""conv-48_session_21_D21:8""]",1
conv-48_qa_160,conv-48,4,What kind of event did Jolene present at recently?,"[""conv-48_session_21_D21:6""]",1
conv-48_qa_161,conv-48,4,"What did Jolene's mom stress the value of, which she wants to keep in mind for her engineering projects?","[""conv-48_session_22_D22:6""]",1
conv-48_qa_162,conv-48,4,What type of projects is Jolene interested in getting involved in the future?,"[""conv-48_session_22_D22:8""]",1
conv-48_qa_163,conv-48,4,"How did Deborah get Luna, one of her cats?","[""conv-48_session_22_D22:25""]",1
conv-48_qa_164,conv-48,4,How old is Max?,"[""conv-48_session_22_D22:27""]",1
conv-48_qa_165,conv-48,4,"What type of classes did Jolene and her partner check out during their trip to Rio de Janeiro on 30 August, 2023?","[""conv-48_session_23_D23:1""]",1
conv-48_qa_166,conv-48,4,What type of place does Jolene visit to meditate?,"[""conv-48_session_23_D23:9""]",1
conv-48_qa_167,conv-48,4,"What was the new plant Jolene got used as a reminder for on 30 August, 2023?","[""conv-48_session_23_D23:29""]",1
conv-48_qa_168,conv-48,4,"Why did Jolene get the new plant on 30 August, 2023?","[""conv-48_session_23_D23:29""]",1
conv-48_qa_169,conv-48,4,What has Jolene been focusing on lately besides studying?,"[""conv-48_session_24_D24:2""]",1
conv-48_qa_170,conv-48,4,How did Deborah's mom support her yoga practice when she first started?,"[""conv-48_session_24_D24:5""]",1
conv-48_qa_171,conv-48,4,What was the video game console that Jolene's parents got her at age 10?,"[""conv-48_session_24_D24:6""]",1
conv-48_qa_172,conv-48,4,What was one of Jolene's favorite games to play with her mom on the nintendo wii game system?,"[""conv-48_session_24_D24:10""]",1
conv-48_qa_173,conv-48,4,What course did Jolene sign up for on 6 September 2023?,"[""conv-48_session_25_D25:1""]",1
conv-48_qa_174,conv-48,4,"Why did Jolene have to reschedule their meeting with Deborah on September 8, 2023?","[""conv-48_session_26_D26:15""]",1
conv-48_qa_175,conv-48,4,Where did Jolene and her partner travel for a few weeks in September 2023?,"[""conv-48_session_27_D27:1""]",1
conv-48_qa_176,conv-48,4,What was the main focus of the session that stood out to Jolene during the retreat?,"[""conv-48_session_27_D27:5""]",1
conv-48_qa_177,conv-48,4,How did Jolene feel about her progress in practicing mindfulness and gratitude?,"[""conv-48_session_27_D27:9""]",1
conv-48_qa_178,conv-48,4,What positive change did Jolene experience during the retreat?,"[""conv-48_session_27_D27:1""]",1
conv-48_qa_179,conv-48,4,What did Jolene recently play that she described to Deb?,"[""conv-48_session_27_D27:12""]",1
conv-48_qa_180,conv-48,4,What did Deborah do with their mom's old friends?,"[""conv-48_session_28_D28:7""]",1
conv-48_qa_181,conv-48,4,Where did Deborah get married?,"[""conv-48_session_28_D28:11""]",1
conv-48_qa_182,conv-48,4,What does yoga on the beach provide for Deborah?,"[""conv-48_session_28_D28:15""]",1
conv-48_qa_183,conv-48,4,How does Jolene describe their home room?,"[""conv-48_session_28_D28:22""]",1
conv-48_qa_184,conv-48,4,"What new activity did Deborah and her neighbor organize for the community on 16 September, 2023?","[""conv-48_session_29_D29:1""]",1
conv-48_qa_185,conv-48,4,What was Deborah's mom passionate about?,"[""conv-48_session_29_D29:7""]",1
conv-48_qa_186,conv-48,4,What food did Deborah's mom make for her on birthdays?,"[""conv-48_session_29_D29:9""]",1
conv-48_qa_187,conv-48,4,What kind of cookies did Jolene used to bake with someone close to her?,"[""conv-48_session_29_D29:12""]",1
conv-48_qa_188,conv-48,4,What outdoor activity did Jolene suggest doing together with Deborah?,"[""conv-48_session_29_D29:27""]",1
conv-48_qa_189,conv-48,4,"What activity did Deborah enjoy at the music festival with their pals on September 20, 2023?","[""conv-48_session_30_D30:1""]",1
conv-48_qa_190,conv-48,4,What did Deborah find freeing at the music festival?,"[""conv-48_session_30_D30:1""]",1
conv-49_qa_0,conv-49,1,What kind of car does Evan drive?,"[""conv-49_session_1_D1:2"", ""conv-49_session_1_D1:4"", ""conv-49_session_18_D18:1"", ""conv-49_session_18_D18:3"", ""conv-49_session_22_D22:2""]",5
conv-49_qa_1,conv-49,1,What kinds of things did Evan have broken?,"[""conv-49_session_18_D18:1"", ""conv-49_session_18_D18:2"", ""conv-49_session_18_D18:3"", ""conv-49_session_1_D1:2"", ""conv-49_session_1_D1:4""]",5
conv-49_qa_2,conv-49,1,Where has Evan been on roadtrips with his family?,"[""conv-49_session_1_D1:2"", ""conv-49_session_1_D1:4"", ""conv-49_session_2_D2:1""]",3
conv-49_qa_3,conv-49,1,How many Prius has Evan owned?,"[""conv-49_session_1_D1:2"", ""conv-49_session_1_D1:4""]",2
conv-49_qa_4,conv-49,2,Which hobby did Sam take up in May 2023?,"[""conv-49_session_1_D1:11""]",1
conv-49_qa_5,conv-49,3,Which country was Evan visiting in May 2023?,"[""conv-49_session_2_D2:1""]",1
conv-49_qa_6,conv-49,1,How many roadtrips did Evan take in May 2023?,"[""conv-49_session_1_D1:4"", ""conv-49_session_2_D2:1""]",2
conv-49_qa_7,conv-49,1,What new hobbies did Sam consider trying?,"[""conv-49_session_1_D1:11"", ""conv-49_session_2_D2:10"", ""conv-49_session_10_D10:8"", ""conv-49_session_13_D13:6"", ""conv-49_session_13_D13:8"", ""conv-49_session_20_D20:6"", ""conv-49_session_7_D7:2"", ""conv-49_session_7_D7:4"", ""conv-49_session_7_D7:6"", ""conv-49_session_21_D21:19""]",10
conv-49_qa_8,conv-49,1,What hobby did Evan start practicing a few years ago that he enjoys?,"[""conv-49_session_1_D1:14"", ""conv-49_session_1_D1:16"", ""conv-49_session_8_D8:13"", ""conv-49_session_8_D8:14""]",4
conv-49_qa_9,conv-49,2,When did Evan go to Jasper with his family?,"[""conv-49_session_2_D2:1""]",1
conv-49_qa_10,conv-49,3,"Which type of vacation would Evan prefer with his family, walking tours in metropolitan cities or camping trip in the outdoors?","[""conv-49_session_2_D2:1"", ""conv-49_session_2_D2:3"", ""conv-49_session_19_D19:1"", ""conv-49_session_19_D19:3""]",4
conv-49_qa_11,conv-49,1,What health issue did Sam face that motivated him to change his lifestyle?,"[""conv-49_session_2_D2:6"", ""conv-49_session_3_D3:4"", ""conv-49_session_24_D24:12"", ""conv-49_session_24_D24:14"", ""conv-49_session_5_D5:5"", ""conv-49_session_6_D6:2"", ""conv-49_session_7_D7:2"", ""conv-49_session_7_D7:12"", ""conv-49_session_8_D8:1"", ""conv-49_session_10_D10:6"", ""conv-49_session_12_D12:1"", ""conv-49_session_13_D13:2"", ""conv-49_session_14_D14:1"", ""conv-49_session_15_D15:1"", ""conv-49_session_16_D16:3"", ""conv-49_session_17_D17:3"", ""conv-49_session_24_D24:20"", ""conv-49_session_25_D25:1"", ""conv-49_session_25_D25:3""]",19
conv-49_qa_12,conv-49,2,When did Sam first go to the doctor and find out he had a weight problem?,"[""conv-49_session_2_D2:6""]",1
conv-49_qa_13,conv-49,2,When did Evan have his sudden heart palpitation incident that really shocked him up?,"[""conv-49_session_3_D3:1""]",1
conv-49_qa_14,conv-49,1,What is Evan's favorite food?,"[""conv-49_session_3_D3:3"", ""conv-49_session_5_D5:5"", ""conv-49_session_23_D23:15"", ""conv-49_session_22_D22:12""]",4
conv-49_qa_15,conv-49,1,What kind of unhealthy snacks does Sam enjoy eating?,"[""conv-49_session_3_D3:4""]",1
conv-49_qa_16,conv-49,1,What recurring issue frustrates Sam at the grocery store?,"[""conv-49_session_3_D3:16"", ""conv-49_session_22_D22:19""]",2
conv-49_qa_17,conv-49,2,When did Sam's friends mock him for being overweight?,"[""conv-49_session_4_D4:1""]",1
conv-49_qa_18,conv-49,1,What kind of healthy food suggestions has Evan given to Sam?,"[""conv-49_session_3_D3:5"", ""conv-49_session_4_D4:10"", ""conv-49_session_22_D22:10"", ""conv-49_session_22_D22:14"", ""conv-49_session_24_D24:15""]",5
conv-49_qa_19,conv-49,3,"Considering their conversations and personal growth, what advice might Evan and Sam give to someone facing a major life transition or challenge?","[""conv-49_session_3_D3:10"", ""conv-49_session_3_D3:15"", ""conv-49_session_22_D22:1"", ""conv-49_session_8_D8:17"", ""conv-49_session_8_D8:22"", ""conv-49_session_9_D9:8"", ""conv-49_session_9_D9:11"", ""conv-49_session_14_D14:7"", ""conv-49_session_14_D14:12"", ""conv-49_session_12_D12:7"", ""conv-49_session_12_D12:11""]",11
conv-49_qa_20,conv-49,3,"In light of the health and dietary changes discussed, what would be an appropriate gift for both Evan and Sam to encourage their healthy lifestyles?","[""conv-49_session_2_D2:9"", ""conv-49_session_3_D3:1"", ""conv-49_session_3_D3:3"", ""conv-49_session_3_D3:5"", ""conv-49_session_4_D4:10"", ""conv-49_session_14_D14:12"", ""conv-49_session_5_D5:9"", ""conv-49_session_7_D7:3"", ""conv-49_session_7_D7:2"", ""conv-49_session_7_D7:5"", ""conv-49_session_7_D7:12"", ""conv-49_session_8_D8:1"", ""conv-49_session_8_D8:5"", ""conv-49_session_8_D8:7"", ""conv-49_session_8_D8:8"", ""conv-49_session_8_D8:12"", ""conv-49_session_9_D9:1""]",17
conv-49_qa_21,conv-49,1,How does Evan describe the woman and his feelings for her that he met in Canada?,"[""conv-49_session_5_D5:1"", ""conv-49_session_5_D5:3"", ""conv-49_session_23_D23:3""]",3
conv-49_qa_22,conv-49,2,When Evan did meet his future wife?,"[""conv-49_session_5_D5:1""]",1
conv-49_qa_23,conv-49,2,When did Sam start working out at the gym?,"[""conv-49_session_4_D4:15""]",1
conv-49_qa_24,conv-49,2,What significant event happened in Sam's life towards the end of summer 2023?,"[""conv-49_session_5_D5:1""]",1
conv-49_qa_25,conv-49,2,Which year did Evan start taking care of his health seriously?,"[""conv-49_session_5_D5:6"", ""conv-49_session_5_D5:7""]",2
conv-49_qa_26,conv-49,1,What motivates Evan to take care of his health?,"[""conv-49_session_5_D5:9"", ""conv-49_session_5_D5:11"", ""conv-49_session_5_D5:13""]",3
conv-49_qa_27,conv-49,3,What electronic device could Evan gift Sam to help him keep up with his fitness goals?,"[""conv-49_session_5_D5:7""]",1
conv-49_qa_28,conv-49,1,What kind of writing does Sam do to relax and cope with his health issues?,"[""conv-49_session_6_D6:4"", ""conv-49_session_11_D11:7""]",2
conv-49_qa_29,conv-49,1,"Who did Evan meet on his trip to Canada, and who did he come back from Canada with?","[""conv-49_session_5_D5:1"", ""conv-49_session_6_D6:1""]",2
conv-49_qa_30,conv-49,2,When Evan get back from a vacation with his SO?,"[""conv-49_session_6_D6:1""]",1
conv-49_qa_31,conv-49,3,How might Evan and Sam's experiences with health and lifestyle changes influence their approach to stress and challenges?,"[""conv-49_session_9_D9:1"", ""conv-49_session_4_D4:4"", ""conv-49_session_4_D4:6""]",3
conv-49_qa_32,conv-49,1,What recurring frustration does Evan experience?,"[""conv-49_session_6_D6:13"", ""conv-49_session_21_D21:20""]",2
conv-49_qa_33,conv-49,1,What is the recurring dream that Sam keeps having?,"[""conv-49_session_6_D6:14"", ""conv-49_session_24_D24:22""]",2
conv-49_qa_34,conv-49,1,What accidents has Evan's son faced lately?,"[""conv-49_session_7_D7:1"", ""conv-49_session_20_D20:3""]",2
conv-49_qa_35,conv-49,2,When was Evan's son injured at soccer?,"[""conv-49_session_7_D7:1""]",1
conv-49_qa_36,conv-49,1,What kind of foods or recipes has Sam recommended to Evan?,"[""conv-49_session_7_D7:8"", ""conv-49_session_8_D8:7"", ""conv-49_session_23_D23:26""]",3
conv-49_qa_37,conv-49,1,What kind of healthy meals did Sam start eating after getting a health scare?,"[""conv-49_session_3_D3:2"", ""conv-49_session_8_D8:1"", ""conv-49_session_7_D7:4"", ""conv-49_session_8_D8:7"", ""conv-49_session_10_D10:2"", ""conv-49_session_11_D11:1"", ""conv-49_session_18_D18:6""]",7
conv-49_qa_38,conv-49,3,What role does nature and the outdoors play in Evan and Sam's mental well-being?,"[""conv-49_session_22_D22:1"", ""conv-49_session_22_D22:2"", ""conv-49_session_9_D9:10"", ""conv-49_session_9_D9:11""]",4
conv-49_qa_39,conv-49,2,How many months lapsed between Sam's first and second doctor's appointment?,"[""conv-49_session_2_D2:6"", ""conv-49_session_7_D7:2""]",2
conv-49_qa_40,conv-49,2,When did Evan start taking painting classes?,"[""conv-49_session_8_D8:12""]",1
conv-49_qa_41,conv-49,2,Which classes did Evan join in mid-August 2023?,"[""conv-49_session_8_D8:12""]",1
conv-49_qa_42,conv-49,1,How did Evan get into painting?,"[""conv-49_session_1_D1:14"", ""conv-49_session_1_D1:15"", ""conv-49_session_1_D1:16"", ""conv-49_session_8_D8:14""]",4
conv-49_qa_43,conv-49,3,How often does Sam get health checkups?,"[""conv-49_session_2_D2:6"", ""conv-49_session_7_D7:2"", ""conv-49_session_12_D12:1""]",3
conv-49_qa_44,conv-49,1,What kind of subjects does Evan enjoy painting?,"[""conv-49_session_8_D8:20"", ""conv-49_session_20_D20:13"", ""conv-49_session_20_D20:15"", ""conv-49_session_21_D21:10"", ""conv-49_session_21_D21:14""]",5
conv-49_qa_45,conv-49,2,Which places in Canada was Evan visiting in July 2023?,"[""conv-49_session_8_D8:27"", ""conv-49_session_9_D9:8"", ""conv-49_session_9_D9:10""]",3
conv-49_qa_46,conv-49,3,How do Evan and Sam use creative outlets to cope with life's challenges?,"[""conv-49_session_21_D21:18"", ""conv-49_session_21_D21:22"", ""conv-49_session_11_D11:15"", ""conv-49_session_11_D11:19""]",4
conv-49_qa_47,conv-49,2,When did Evan go skiing in Banff?,"[""conv-49_session_8_D8:26"", ""conv-49_session_8_D8:27"", ""conv-49_session_8_D8:28""]",3
conv-49_qa_48,conv-49,1,What new diet and lifestyle change did Sam adopt over time?,"[""conv-49_session_8_D8:1"", ""conv-49_session_9_D9:1"", ""conv-49_session_21_D21:9"", ""conv-49_session_22_D22:1""]",4
conv-49_qa_49,conv-49,1,Who was injured in Evan's family?,"[""conv-49_session_7_D7:1"", ""conv-49_session_7_D7:9"", ""conv-49_session_7_D7:10"", ""conv-49_session_9_D9:2"", ""conv-49_session_11_D11:2"", ""conv-49_session_11_D11:3""]",6
conv-49_qa_50,conv-49,1,What kind of hobbies does Evan pursue?,"[""conv-49_session_1_D1:14"", ""conv-49_session_1_D1:6"", ""conv-49_session_4_D4:8"", ""conv-49_session_6_D6:1"", ""conv-49_session_8_D8:30"", ""conv-49_session_9_D9:6"", ""conv-49_session_25_D25:8"", ""conv-49_session_25_D25:10""]",8
conv-49_qa_51,conv-49,3,"What challenges does Sam face in his quest for a healthier lifestyle, and how does he address them?","[""conv-49_session_4_D4:2"", ""conv-49_session_4_D4:6"", ""conv-49_session_14_D14:1"", ""conv-49_session_14_D14:2""]",4
conv-49_qa_52,conv-49,2,Which activity do Evan and Sam plan on doing together during September 2023?,"[""conv-49_session_10_D10:12"", ""conv-49_session_10_D10:13"", ""conv-49_session_10_D10:14""]",3
conv-49_qa_53,conv-49,2,When did Evan and Sam decide to paint together?,"[""conv-49_session_10_D10:12"", ""conv-49_session_10_D10:13"", ""conv-49_session_10_D10:14""]",3
conv-49_qa_54,conv-49,1,What personal health incidents does Evan face in 2023?,"[""conv-49_session_3_D3:1"", ""conv-49_session_9_D9:2"", ""conv-49_session_11_D11:2""]",3
conv-49_qa_55,conv-49,1,What recurring adventure does Evan have with strangers?,"[""conv-49_session_11_D11:6"", ""conv-49_session_14_D14:2""]",2
conv-49_qa_56,conv-49,1,What is Sam's persistent problem with his phone?,"[""conv-49_session_11_D11:15"", ""conv-49_session_14_D14:1""]",2
conv-49_qa_57,conv-49,3,Which US state was Sam travelling in during October 2023?,"[""conv-49_session_13_D13:14""]",1
conv-49_qa_58,conv-49,2,When did Evan start lifting weights?,"[""conv-49_session_12_D12:2""]",1
conv-49_qa_59,conv-49,2,When did Sam and his friend decide to try kayaking?,"[""conv-49_session_13_D13:10""]",1
conv-49_qa_60,conv-49,2,Which new activity does Sam take up in October 2023?,"[""conv-49_session_13_D13:8""]",1
conv-49_qa_61,conv-49,2,What kind of stress was Sam dealing with in October 2023?,"[""conv-49_session_13_D13:4""]",1
conv-49_qa_62,conv-49,1,What health scares did Sam and Evan experience?,"[""conv-49_session_3_D3:1"", ""conv-49_session_14_D14:1"", ""conv-49_session_14_D14:2"", ""conv-49_session_17_D17:2""]",4
conv-49_qa_63,conv-49,2,When was Sam in the ER?,"[""conv-49_session_14_D14:1""]",1
conv-49_qa_64,conv-49,1,Which ailment does Sam have to face due to his weight?,"[""conv-49_session_2_D2:6"", ""conv-49_session_7_D7:2"", ""conv-49_session_12_D12:1"", ""conv-49_session_14_D14:1""]",4
conv-49_qa_65,conv-49,3,Does Evan live close to a beach or mountains?,"[""conv-49_session_16_D16:16"", ""conv-49_session_16_D16:18"", ""conv-49_session_16_D16:20""]",3
conv-49_qa_66,conv-49,2,When did Evan lose his job?,"[""conv-49_session_16_D16:10""]",1
conv-49_qa_67,conv-49,2,When did Evan and Sam planned a trip to the beach together?,"[""conv-49_session_16_D16:24""]",1
conv-49_qa_68,conv-49,2,"What was Sam doing on December 4, 2023?","[""conv-49_session_18_D18:6""]",1
conv-49_qa_69,conv-49,1,Which two significant life events occur in Evan's life in December 2023 with his partner?,"[""conv-49_session_19_D19:1"", ""conv-49_session_21_D21:2""]",2
conv-49_qa_70,conv-49,2,How long did Evan and his partner date before getting married?,"[""conv-49_session_5_D5:1"", ""conv-49_session_21_D21:1""]",2
conv-49_qa_71,conv-49,3,Which major holiday season conincides with Evan's wedding?,"[""conv-49_session_21_D21:2""]",1
conv-49_qa_72,conv-49,1,Which activity did Sam resume in December 2023 after a long time?,"[""conv-49_session_20_D20:6"", ""conv-49_session_22_D22:1""]",2
conv-49_qa_73,conv-49,2,When is Evan planning a big family reunion?,"[""conv-49_session_19_D19:11""]",1
conv-49_qa_74,conv-49,2,When did Evan's son fall off his bike?,"[""conv-49_session_20_D20:3""]",1
conv-49_qa_75,conv-49,2,When did Evan announce his marriage to his extended family?,"[""conv-49_session_23_D23:1""]",1
conv-49_qa_76,conv-49,2,When did Evan finish the painting that's hanging in the exhibit?,"[""conv-49_session_20_D20:13"", ""conv-49_session_20_D20:15""]",2
conv-49_qa_77,conv-49,1,How does Evan spend his time with his bride after the wedding?,"[""conv-49_session_23_D23:15"", ""conv-49_session_23_D23:23"", ""conv-49_session_23_D23:25"", ""conv-49_session_24_D24:9""]",4
conv-49_qa_78,conv-49,1,Who did Evan tell about his marriage?,"[""conv-49_session_21_D21:2"", ""conv-49_session_22_D22:4"", ""conv-49_session_22_D22:5"", ""conv-49_session_23_D23:1"", ""conv-49_session_23_D23:5""]",5
conv-49_qa_79,conv-49,2,When will Evan and his partner have their honeymoon in Canada?,"[""conv-49_session_23_D23:23""]",1
conv-49_qa_80,conv-49,2,When did Evan have a drunken night with his friends?,"[""conv-49_session_24_D24:3""]",1
conv-49_qa_81,conv-49,1,What is a stress reliever for Evan?,"[""conv-49_session_1_D1:14"", ""conv-49_session_2_D2:10"", ""conv-49_session_2_D2:11"", ""conv-49_session_2_D2:14"", ""conv-49_session_8_D8:18"", ""conv-49_session_10_D10:8"", ""conv-49_session_11_D11:8"", ""conv-49_session_16_D16:23"", ""conv-49_session_18_D18:7"", ""conv-49_session_24_D24:19"", ""conv-49_session_24_D24:21""]",11
conv-49_qa_82,conv-49,1,What is a stress reliever for Sam?,"[""conv-49_session_10_D10:6"", ""conv-49_session_13_D13:2"", ""conv-49_session_13_D13:4"", ""conv-49_session_16_D16:17"", ""conv-49_session_16_D16:23"", ""conv-49_session_18_D18:8""]",6
conv-49_qa_83,conv-49,4,What type of car did Evan get after his old Prius broke down?,"[""conv-49_session_1_D1:2""]",1
conv-49_qa_84,conv-49,4,How did Evan get into watercolor painting?,"[""conv-49_session_1_D1:16""]",1
conv-49_qa_85,conv-49,4,What did Evan start doing a few years back as a stress-buster?,"[""conv-49_session_1_D1:14""]",1
conv-49_qa_86,conv-49,4,What advice did Evan give Sam about finding a passion?,"[""conv-49_session_1_D1:18""]",1
conv-49_qa_87,conv-49,4,"Where did Evan take his family for a road trip on 24 May, 2023?","[""conv-49_session_2_D2:1""]",1
conv-49_qa_88,conv-49,4,What did Evan find relaxing about his road trip to Jasper?,"[""conv-49_session_2_D2:3""]",1
conv-49_qa_89,conv-49,4,What habit is Sam trying to change in terms of diet?,"[""conv-49_session_3_D3:4""]",1
conv-49_qa_90,conv-49,4,What new suggestion did Evan give to Sam regarding his soda and candy consumption?,"[""conv-49_session_3_D3:5""]",1
conv-49_qa_91,conv-49,4,What did Sam agree to try instead of soda and candy?,"[""conv-49_session_3_D3:6""]",1
conv-49_qa_92,conv-49,4,What frustrating issue did Sam face at the supermarket?,"[""conv-49_session_3_D3:16""]",1
conv-49_qa_93,conv-49,4,What novel is Evan reading that he finds gripping?,"[""conv-49_session_4_D4:10""]",1
conv-49_qa_94,conv-49,4,What kind of water does Evan suggest Sam try as an alternative to soda?,"[""conv-49_session_4_D4:8""]",1
conv-49_qa_95,conv-49,4,What does the smartwatch help Evan with?,"[""conv-49_session_5_D5:9""]",1
conv-49_qa_96,conv-49,4,What does the bonsai tree symbolize for Evan?,"[""conv-49_session_5_D5:17""]",1
conv-49_qa_97,conv-49,4,Why did Evan decide to get the bonsai tree?,"[""conv-49_session_5_D5:17""]",1
conv-49_qa_98,conv-49,4,"According to Sam, what is more important than perfection?","[""conv-49_session_6_D6:6""]",1
conv-49_qa_99,conv-49,4,What did Evan suggest Sam to check out for insights into his dream?,"[""conv-49_session_6_D6:15""]",1
conv-49_qa_100,conv-49,4,What did Evan mention he had been searching for fruitlessly for half an hour?,"[""conv-49_session_6_D6:13""]",1
conv-49_qa_101,conv-49,4,What class is Sam taking to learn how to make healthier meals?,"[""conv-49_session_7_D7:2""]",1
conv-49_qa_102,conv-49,4,"What dish did Sam make on 18 August, 2023 that turned out flavorful?","[""conv-49_session_7_D7:4""]",1
conv-49_qa_103,conv-49,4,"What kind of recipe did Evan request from Sam on 19 August, 2023?","[""conv-49_session_7_D7:7""]",1
conv-49_qa_104,conv-49,4,"What food did Sam share a photo of on 19 August, 2023?","[""conv-49_session_8_D8:1""]",1
conv-49_qa_105,conv-49,4,What type of painting classes did Evan start taking in 2023?,"[""conv-49_session_8_D8:12""]",1
conv-49_qa_106,conv-49,4,What did Evan start painting years ago due to being inspired by a friend's gift?,"[""conv-49_session_8_D8:14""]",1
conv-49_qa_107,conv-49,4,What nature concept do watercolor painting classes emphasize according to Evan?,"[""conv-49_session_8_D8:18""]",1
conv-49_qa_108,conv-49,4,What type of landscapes does Evan love painting the most?,"[""conv-49_session_8_D8:20""]",1
conv-49_qa_109,conv-49,4,What fun activity did Evan mention doing in July 2023?,"[""conv-49_session_8_D8:26""]",1
conv-49_qa_110,conv-49,4,What injury did Evan suffer from in August 2023?,"[""conv-49_session_9_D9:2""]",1
conv-49_qa_111,conv-49,4,What sports activity has Evan been doing to stay active while dealing with the knee injury?,"[""conv-49_session_9_D9:6""]",1
conv-49_qa_112,conv-49,4,What suggestion did Sam give to Evan to help with his knee issue?,"[""conv-49_session_9_D9:5""]",1
conv-49_qa_113,conv-49,4,What did Evan suggest Sam try as a calming hobby?,"[""conv-49_session_10_D10:8""]",1
conv-49_qa_114,conv-49,4,What did Evan recommend Sam acquire to get started with painting?,"[""conv-49_session_10_D10:11""]",1
conv-49_qa_115,conv-49,4,What activity does Evan do to keep himself busy while healing his knee?,"[""conv-49_session_11_D11:6""]",1
conv-49_qa_116,conv-49,4,What painting did Evan share with Sam in October?,"[""conv-49_session_11_D11:8""]",1
conv-49_qa_117,conv-49,4,What kind of writing does Sam enjoy as a form of expression?,"[""conv-49_session_11_D11:17""]",1
conv-49_qa_118,conv-49,4,What electronics issue has been frustrating Sam lately?,"[""conv-49_session_11_D11:15""]",1
conv-49_qa_119,conv-49,4,What activity did Evan start one year ago?,"[""conv-49_session_12_D12:2""]",1
conv-49_qa_120,conv-49,4,What advice did Evan give to Sam to avoid injuries while starting weightlifting?,"[""conv-49_session_12_D12:4""]",1
conv-49_qa_121,conv-49,4,Where did Sam and his mate plan to try kayaking?,"[""conv-49_session_13_D13:14""]",1
conv-49_qa_122,conv-49,4,What digestive issue did Sam experience lately?,"[""conv-49_session_14_D14:1""]",1
conv-49_qa_123,conv-49,4,What adventurous theme is emerging in Evan's life as mentioned by Sam?,"[""conv-49_session_14_D14:2""]",1
